,m
W94,0.810563557122467
W95,7.223793230387773
W96,8.126086180747562
W97,3.795913751707957
W98,8.422273267356509
W99,10.178416083959757
W100,2.185218455254217
W101,8.713639913568803
W102,4.531155072884903
W103,1.7974881904073452
W104,0.58066504767649
W105,2.439231009661934
W106,2.428331781910033
W107,4.743818574443879
W108,8.450465407505314
W109,5.123041272253279
W110,5.053628777925106
W111,7.552210656668263
W112,7.507224466551376
W113,9.684151094288536
W114,3.670038304266179
W115,9.425947096783071
W116,8.659060263483736
W117,0.8375945943102929
W118,8.760021856262126
W119,7.621625624635328
W120,8.4369736653157
W121,9.332224678029045
W122,1.2257072101078241
W123,10.147423680535837
W124,9.784150686125693
W125,8.604307194592879
W126,5.32591897858871
W127,4.44443699696272
W128,5.052435767756165
W129,3.170549074355196
W130,1.6415616535651616
W131,5.100543155541907
W132,3.8692965631234957
W133,4.972997834565723
W134,5.554597245449797
W135,7.5345843111198505
W136,6.040854629627739
W137,1.2084121890122015
W138,3.955645701017614
W139,4.493935454358716
W140,10.247693680226849
W141,2.4924721307655964
W142,7.402824504651992
W143,8.415782162225279
W144,0.6086987668524361
W145,0.5668779406058224
W146,3.2183200695588705
W147,3.831172075765786
W148,8.146036117878648
W149,4.798173606288897
W150,5.8788412898830575
W151,3.0357062285122205
W152,9.477620707693209
W153,5.89492586542803
W154,2.614379639644438
W155,1.286475093074734
W156,7.726168698470138
W157,9.781631750248184
W158,9.522199110159047
W159,6.111914883979754
W160,6.41423574959662
W161,7.243833039372652
W162,4.561238536633184
W163,8.868182766418677
W164,3.2993305586115893
W165,10.12079571016349
W166,9.900671686800253
W167,1.3992547816997618
W168,4.181379838418685
W169,2.6470384746056275
W170,1.646065208454959
W171,8.367425963020805
W172,1.919941422432988
W173,6.979423719058012
W174,0.6979872459099825
W175,6.879566191260202
W176,5.079096222154003
W177,6.085452275587679
W178,3.0727209237049378
W179,2.168824994784643
W180,5.0411185745908345
W181,1.1474603253961637
W182,6.844222819843925
W183,3.0029126417143215
W184,8.037928921319674
W185,6.931520184156969
W186,8.003536624208733
W187,0.7770027856452325
W188,8.160951681264484
W189,7.691930932729361
W190,6.629823460149249
W191,0.9902968883100851
W192,9.778199557154126
W193,7.265067662836986
W194,3.9842205670985686
W195,3.5861928253707345
W196,8.929054148059496
W197,5.4277625018985685
W198,9.444505813431645
W199,7.709943969665945
W200,6.655856938844671
W201,6.866736441338363
W202,1.644541059777648
W203,4.232954774009466
W204,9.153520826836573
W205,8.141140355679928
W206,4.372176575023738
W207,7.070882372296347
W208,5.663106214973647
W209,4.393841151993538
W210,4.254978226978854
W211,5.519886565277295
W212,8.56219286966176
W213,6.410464176744351
W214,2.7887068363400953
W215,9.424315432900775
W216,3.002296898456742
W217,5.941446066256703
W218,5.47158741106665
W219,2.4611834925984857
W220,5.101690271341745
W221,3.8932746285487423
W222,9.765413389666275
W223,6.379765815995776
W224,9.974282332012326
W225,7.966506876737029
W226,6.0513357071120435
W227,3.5159374740816145
W228,8.757553818707663
W229,4.116424237191233
W230,4.718912015008631
W231,7.596524641341546
W232,10.13540071321813
W233,1.575603883762036
W234,5.691970179496362
W235,1.0638455242948566
W236,10.426146250790955
W237,5.92961206841056
W238,4.6510307992871125
W239,0.9775393111375343
W240,7.705080190010668
W241,6.230675234295388
W242,3.650128466156635
W243,4.1687389829317185
W244,0.8943000368440804
W245,5.470341229548037
W246,5.089974827091159
W247,9.999041930069929
W248,0.5624616818291219
W249,9.366025780333775
W250,6.850285859259106
W251,2.1575551577230554
W252,6.296826944585617
W253,5.501173656949584
W254,5.68505996376902
W255,9.988966564414238
W256,0.8734547782354454
W257,5.168528598350138
W258,7.530399193448028
W259,3.35062573196412
W260,3.5467531663476635
W261,6.387537140189535
W262,1.994660840692373
W263,7.767671729687019
W264,7.946378623133953
W265,9.085991565800375
W266,3.1095784926287195
W267,5.550729636551522
W268,1.804219547906353
W269,5.599108355586688
W270,9.663615690792978
W271,1.8767045025199593
W272,1.1748543947773962
W273,3.4597086787717597
W274,1.2225813258491838
W275,0.9023606863972458
W276,3.47484428572331
W277,1.6148242539145523
W278,7.023328735382707
W279,7.961167207974409
W280,6.519255477820246
W281,3.7548772536630257
W282,3.488325391586123
W283,8.265999943703331
W284,5.876981782296222
W285,6.420204538526433
W286,2.255869919273635
W287,7.039791080275722
W288,8.486982212581323
W289,4.398315896704842
W290,4.407212941554575
W291,9.887149763154737
W292,3.5014850538058306
W293,8.026268636605618
W294,4.039441498750213
W295,2.707462681814641
W296,9.290970469378069
W297,0.90308489419935
W298,0.7049072932161139
W299,4.008424558931117
