,m
W103,9.224351320705518
W104,5.510146136436428
W105,6.364950703661406
W106,2.199433279636612
W107,9.1835257778636
W108,9.6421150370977
W109,5.550786546475456
W110,5.297836227940353
W111,2.8264012866448494
W112,3.7243610955094186
W113,10.208062870514983
W114,2.07484060455681
W115,5.986765859009989
W116,8.136775721049641
W117,1.939736809781556
W118,10.065689950207915
W119,5.6410797459122
W120,8.158060714483456
W121,8.246814045297272
W122,7.515667476731111
W123,9.121740488107717
W124,7.584617875629749
W125,3.122616409570505
W126,6.6600561460504295
W127,8.87412749966013
W128,4.881402924683352
W129,3.3450376011426757
W130,6.153028989023069
W131,9.598935735378188
W132,7.650220624839706
W133,5.225040458041513
W134,1.2616754915558137
W135,1.7666513391934446
W136,9.747224174829654
W137,10.497545227582549
W138,6.5988286283089135
W139,3.2802983878819356
W140,10.296822685404955
W141,9.007021247450284
W142,9.586505991277718
W143,8.7171013771689
W144,6.212772409591503
W145,5.431205115567017
W146,9.796348326747307
W147,8.074442778615726
W148,9.959946636553104
W149,4.489864929310373
W150,5.596781107196167
W151,8.629900982854068
W152,2.145963610478594
W153,3.767024533841521
W154,7.471631074368967
W155,2.488521408617684
W156,3.0118826733969666
W157,10.169208194561358
W158,9.026530687633755
W159,10.333895388069848
W160,9.203414224590283
W161,5.714655481833587
W162,6.665526581478581
W163,1.660504391849662
W164,2.147701496882712
W165,6.319995813839614
W166,6.969899169403263
W167,8.04847692336412
W168,7.509341708647326
W169,2.3326001413056474
W170,8.793744823211393
W171,2.0139578403063987
W172,3.9739019777707845
W173,3.1820532256539424
W174,2.084752150955793
W175,5.846526000321219
W176,2.7617171508604215
W177,1.9268468371190863
W178,6.989852052024991
W179,10.140922789845497
W180,8.193238575649533
W181,5.792379804935557
W182,4.472930696137818
W183,6.4445555411415425
W184,7.251392965301256
W185,0.6196384842752711
W186,7.18556507771184
W187,6.108560497146201
W188,3.907346036947172
W189,3.9424118238425967
W190,3.0474905912313033
W191,8.154722068337751
W192,4.442884204119162
W193,1.9502744362635305
W194,8.116961724584796
W195,3.121075760617177
W196,9.783681095426784
W197,2.4791943274857755
W198,2.7775765882349
W199,6.971278463230635
W200,3.3743186207409344
W201,2.9960458680025592
W202,4.517889600855513
W203,9.913358737118557
W204,5.7875311682188695
W205,0.5514509561808678
W206,9.10797479267591
W207,6.161204569371321
W208,5.402540027804289
W209,1.858902231543632
W210,3.944711969764752
W211,5.007466367173241
W212,0.6999655364385771
W213,8.611323925864792
W214,2.171582809760182
W215,10.41449100613159
W216,1.5392886649588056
W217,4.9531306490131115
W218,2.4162009747808755
W219,0.7463376777847852
W220,7.809575068327198
W221,4.024935675514492
W222,7.1545795872519955
W223,8.116524241965319
W224,3.1425227409436274
W225,3.867550440676636
W226,5.275904329847061
W227,2.904780797056066
W228,7.176124241966441
W229,2.331863420977641
W230,2.3721459853379443
W231,3.511305155220408
W232,2.6009706588134747
W233,8.68341274255885
W234,10.052155532162866
W235,1.4454223519126994
W236,4.238907637231837
W237,4.606091361346353
W238,2.803356698511701
W239,6.254291845520156
W240,9.576439226484071
W241,2.275475405889068
W242,0.5367223834837398
W243,3.463466358084304
W244,1.0770978431546616
W245,5.711857205064699
W246,1.3102250458900466
W247,2.3370653994058688
W248,6.601499085788171
W249,2.3373493604309767
W250,8.48226017110975
W251,2.1129055118621576
W252,1.4645257755848529
W253,5.424813248840686
W254,9.21025176367037
W255,3.9777215117807447
W256,2.0528638739588643
W257,1.5341842149983418
W258,9.630471649998153
W259,4.852913841159911
W260,6.958534518304139
W261,10.152731832742274
W262,3.1605003432363477
W263,5.8652664358951485
W264,9.776487288529422
W265,9.920545066369609
W266,4.405428937583517
W267,8.063127055678423
W268,3.21004381487587
W269,9.900411464685908
W270,6.934370632348634
W271,10.47739516748668
W272,9.301448374053715
W273,5.082202890378302
W274,3.9646902873324086
W275,8.503424239685623
W276,9.161743854031661
W277,6.626884223583915
W278,6.675744739876196
W279,10.409751473379435
W280,2.4000296984810934
W281,10.187456999630664
W282,10.003582680086932
W283,6.001420449734122
W284,5.019176329091445
W285,9.476583071389932
W286,4.752675031878153
W287,0.8392207114723105
W288,8.552969716878753
W289,9.1793372603457
W290,6.670635440849831
W291,9.755964416439133
W292,10.366635680115884
W293,0.838221080066105
W294,3.1611661576171755
W295,7.574868829385074
W296,9.237919882508027
W297,9.31419990202254
W298,9.938188584282091
W299,4.676834947028007
