,m
W141,3.7767182018474657
W142,7.855180303290932
W143,8.168977820719983
W144,9.793419492213701
W145,3.5696798501980993
W146,9.098276997488107
W147,1.3131509326236661
W148,7.434520045400652
W149,2.993746892612825
W150,8.075804644942753
W151,7.347061391252274
W152,10.417280672474075
W153,4.717888494910519
W154,0.721978049922582
W155,2.8639478157626717
W156,9.976992484406287
W157,9.267250342198226
W158,6.044341247411457
W159,8.126471086731959
W160,1.8997489662428797
W161,5.25938995452143
W162,4.39108465892431
W163,2.244262460337824
W164,2.0133651655892844
W165,5.067925930101621
W166,4.469104056309872
W167,8.081129448018187
W168,4.632488074171066
W169,2.168567150530561
W170,4.768443560312416
W171,10.311692651397006
W172,10.008089496147203
W173,6.921382730519233
W174,5.205314215665619
W175,8.771074869403934
W176,6.880362186761823
W177,3.8778848229069784
W178,3.2820276204675705
W179,2.211336378541924
W180,4.394291951019052
W181,0.5787037476941598
W182,6.53629285969348
W183,1.5517400758571094
W184,3.3674019323589586
W185,1.836866214858757
W186,9.82233664934613
W187,7.184859940158432
W188,9.457106612349598
W189,7.940928584766291
W190,0.8821325271867778
W191,4.921285927371723
W192,9.329312000703279
W193,9.834178066547267
W194,1.5621998858161728
W195,6.478418654438153
W196,7.474270555306583
W197,4.31716921884326
W198,8.481729367192393
W199,7.002564315600739
W200,9.55370068556475
W201,7.347229391615058
W202,1.9101152627202573
W203,7.8180845317381555
W204,5.2315823024804455
W205,0.676400454935026
W206,4.3527599067202845
W207,3.098978164144389
W208,5.165202255833262
W209,1.8432131852301334
W210,4.293942431129727
W211,6.805039471865305
W212,8.112817719998068
W213,1.1147224659270765
W214,8.074605322637014
W215,8.758399079483281
W216,2.419953474986685
W217,3.298856667566222
W218,1.0052831885859397
W219,4.951053077455059
W220,4.552955075542335
W221,4.368396896164212
W222,5.770853688099824
W223,3.487212119846896
W224,4.023925267446411
W225,3.4653240385594617
W226,2.1120576588870548
W227,10.26284958834126
W228,8.616674304487603
W229,9.779227401230541
W230,9.240034007140135
W231,5.448684453322441
W232,3.6372864769679234
W233,5.317816809858539
W234,4.218416666473778
W235,4.528124356455015
W236,10.158125295520076
W237,2.8044828836562483
W238,3.1190613365578574
W239,0.998726925337779
W240,10.264719261900284
W241,2.4871515072731514
W242,0.5379661126532713
W243,7.731290472673196
W244,8.636724514876114
W245,3.655855493665951
W246,10.027319059159751
W247,7.95243529720375
W248,3.1583480815849567
W249,5.954985254799441
W250,2.8247581434774953
W251,8.667521035472785
W252,2.390158367947716
W253,1.6333563624461602
W254,9.487339309597665
W255,6.698157473382345
W256,4.380224212425436
W257,4.6921440259231
W258,9.165376905038322
W259,7.9014336683850095
W260,0.7668982381855
W261,6.5102989257535935
W262,2.626530684546994
W263,5.080126495414737
W264,10.02205368679818
W265,1.6288258171588328
W266,4.874414819821869
W267,5.499048634225419
W268,4.620939908282971
W269,5.458031634833254
W270,6.702644591716469
W271,2.0291448977552635
W272,4.768614279670709
W273,6.353775537931067
W274,2.2983439528213294
W275,4.169417511741424
W276,9.94000822401427
W277,6.756318398003795
W278,3.6211139463575144
W279,4.638339064769013
W280,6.670803019867534
W281,5.06287166298085
W282,2.574103674043465
W283,9.326861876871703
W284,1.6514573701841495
W285,7.524577113079221
W286,3.680732845777551
W287,2.6146802199290367
W288,8.745719617344017
W289,3.1776980954206637
W290,9.411731292855926
W291,7.856461054936795
W292,8.389707158276698
W293,10.353987896537877
W294,0.6184497231141155
W295,2.7514583941188184
W296,10.421928195337149
W297,1.3862267754153994
W298,6.055560174104459
W299,10.032137981392289
