,,W0,W1,W2
F0,S45,5.252747666036368e-06,0.0,2.50379565957539e-08
F0,S46,4.467418194497909e-06,5.636573588729934e-06,2.4340569735862925e-08
F0,S47,4.64050436705955e-06,6.8730953551287605e-06,2.640382248182913e-08
F0,S48,3.776628346752385e-06,4.848375351192591e-06,2.370711675576346e-08
F0,S49,3.1366445227804423e-06,7.83027557450256e-06,2.3135086538014942e-08
F0,S50,1.0383874724848785e-05,1.0145811357997608e-05,4.513905003408923e-08
F0,S51,3.6806903513768496e-06,5.290250028200918e-06,2.452845393345804e-08
F0,S52,3.7590996526826045e-06,5.853663775317228e-06,2.4518953630534894e-08
F0,S53,4.667833872350151e-06,1.5107714322488985e-05,2.8151356523760754e-08
F0,S54,6.824799894841317e-06,8.453535961150603e-06,2.7138785871247124e-08
F0,S55,8.142553025102357e-06,1.3188385343860705e-05,3.110959359429481e-08
F0,S56,7.071165891345828e-06,7.260504584384934e-06,2.7200194575852432e-08
F0,S57,1.2374451831937207e-05,1.0219302032991916e-05,3.14139889183349e-08
F0,S58,5.5170603797222655e-06,9.137461108315993e-06,2.6904576992752038e-08
F0,S59,4.666791702180152e-06,5.412582348931519e-06,2.6078494489625455e-08
F0,S60,2.7755253118232304e-06,9.1631579116455e-06,2.2860839932222618e-08
F0,S61,3.2218758731884196e-06,7.729093675272243e-06,2.3099008450704153e-08
F0,S62,5.640331643288626e-06,7.850475925709522e-06,2.707779591004611e-08
F0,S63,3.701659672556567e-05,8.272705309382756e-05,2.3640771444789306
F0,S64,3.8632184479978305e-06,6.146393615298814e-06,2.4677290547211914e-08
F0,S65,3.3517240132692017e-06,4.898365325403227e-06,2.352820030537762e-08
F0,S66,8.567766971388995e-06,8.011721721230957e-06,2.8020414830469924e-08
F0,S67,3.9819604043632095e-06,5.927008478951509e-06,2.463719085314786e-08
F0,S68,0.00010211605375609094,6.670444648442099e-06,4.540072843352694e-08
F0,S69,6.0753612427424186e-06,6.184799174349214e-06,2.665942470153856e-08
F0,S70,3.015099656086773e-06,7.801888815983678e-06,2.3262366512925666e-08
F0,S71,3.3922780772766995e-06,4.6383298436118e-06,2.382923324018137e-08
F0,S72,3.538181891051399e-06,7.049155460969078e-06,2.3803454731619097e-08
F0,S73,4.422829676920871e-06,4.896737096430302e-06,2.546444874120225e-08
F0,S74,4.424668175275248e-06,0.0,0.0
F0,S75,4.4486539323077445e-06,5.18178730775249e-06,2.525953314184067e-08
F0,S76,3.7627532230010554e-06,4.793052503384088e-06,2.438282335230995e-08
F0,S77,5.034349099845292e-06,0.0,2.4778641149394693e-08
F0,S78,4.840801054117529e-06,1.0492123839312922e-05,2.6729426975744713e-08
F0,S79,8.701280532906955e-06,7.1408601547095584e-06,2.8989133031860924e-08
F0,S80,5.137301551259659e-06,4.877676259491302e-06,2.4991822819874738e-08
F0,S81,4.527285094530192e-06,5.064543247666995e-06,2.4261952174579556e-08
F0,S82,5.4076165577651845e-06,1.0616253275572512e-05,2.6116443079308025e-08
F0,S83,7.971085069412105e-06,3.297898713028037e-05,4.5263057986289744e-08
F0,S84,8.836718301762786e-06,0.0,2.7570304400832593e-08
F0,S85,3.4335222282866177e-06,6.699129405343606e-06,2.3462095955887665e-08
F0,S86,9.966799623581409e-06,6.055063650118158e-06,3.090433541929632e-08
F0,S87,5.046128530443859e-06,5.957314702289228e-06,2.442084296575523e-08
F0,S88,3.046280158861114e-06,6.321709249781904e-06,2.3286373774149465e-08
F0,S89,3.4691661039346447e-06,7.5677879192357095e-06,2.35690196556961e-08
F0,S90,5.037125947651981e-06,5.775449547398711e-06,2.5693622611650896e-08
F0,S91,8.445449180046282e-06,2.233572614131866e-05,3.140686664574981e-08
F0,S92,4.5070115915344266e-06,5.7876112337786374e-06,2.5497650414243973e-08
F0,S93,5.265512629203099e-06,9.25863579817788e-06,2.8650060522628385e-08
F0,S94,4.109842584904607e-06,4.6613812946941326e-06,2.4711497889256304e-08
F0,S95,3.469863019411027e-06,5.281478313964308e-06,2.4498757699943484e-08
F0,S96,5.7456664398111465e-06,7.071093264799169e-06,2.4741724744424976e-08
F0,S97,5.070967222929027e-06,7.0260327951851426e-06,2.63862955401845e-08
F0,S98,3.180019091378904e-06,5.656144198460173e-06,2.37186337081452e-08
F0,S99,3.3759810566360924e-06,4.791876263670715e-06,2.3691757856912802e-08
F0,S100,6.060652001702934e-06,6.839227434749324e-06,2.578379865371184e-08
F0,S101,7.25307459106136e-06,2.328390008904036e-05,4.4893536689524394e-08
F0,S102,5.294398632500858e-06,8.687693125270797e-06,2.6374148528267085e-08
F0,S103,8.952259473130665e-06,7.535918082574758e-06,3.121736068941107e-08
F0,S104,4.412377856144535e-06,6.841323164730133e-06,2.646334175085123e-08
F0,S105,8.580404710194339e-06,9.107676742009797e-06,3.2046863270026594e-08
F0,S106,1.1685336449402283e-05,8.81190597451995e-06,2.8777865599060645e-08
F0,S107,2.1031594079271815e-05,4.934023472024665e-05,1.2640400726413007e-07
F0,S108,3.448968287743197e-06,4.738355701874154e-06,2.3823895961404006e-08
F0,S109,5.563247050931941e-06,5.918532976084683e-06,2.592266398938153e-08
F0,S110,4.936210055260758e-06,7.5352722230010285e-06,2.5803637721379478e-08
F0,S111,3.8806731226621406e-06,5.0412549026601135e-06,2.4265855452469145e-08
F0,S112,3.626645857734129e-06,5.289356387692345e-06,2.3825943933208262e-08
F0,S113,3.3378324142594594e-06,6.307015856650097e-06,2.3732250845695192e-08
F0,S114,4.7731432562623035e-06,5.064981166015261e-06,2.4668512490711095e-08
F0,S115,7.618991313779362e-06,2.1175041987758983e-05,3.697210127203711e-08
F0,S116,5.386529956857919e-06,5.7064611779690925e-06,2.6322827189839368e-08
F0,S117,5.381887043716946e-06,5.117961118087001e-06,2.503679980083631e-08
F0,S118,8.282070685591892e-06,6.225884852463511e-06,2.893001467298658e-08
F0,S119,5.894520227673885e-06,6.3934006606560125e-06,2.5470836815696974e-08
F0,S120,4.067652354775486e-06,5.690888149603471e-06,2.480154587978508e-08
F0,S121,5.00385623245474e-06,6.548829262736322e-06,2.6658441845784786e-08
F0,S122,6.11708240769513,7.88105646727622e-06,1.2026169295865986e-07
F0,S123,7.1179375936181794e-06,2.136343414173311e-05,3.4031598975994376e-08
F0,S124,1.9882473094707602e-05,2.274847819874647,1.3278692338988323e-07
F0,S125,1.04561677759483e-05,6.2907435329625925e-06,2.8158580376187782e-08
F0,S126,6.506497700609954e-06,9.034943387454086e-06,2.6146389365287984e-08
F0,S127,5.159650336355692e-06,8.478500941921512e-06,2.657754260475484e-08
F0,S128,4.318150175055107e-06,5.007488466992717e-06,2.4124369899927855e-08
F0,S129,4.7866682801366785e-06,7.167000921747569e-06,2.6856630936972766e-08
F0,S130,4.110674391893229e-06,4.786571378382695e-06,2.403224170205332e-08
F0,S131,3.332562484543277e-06,6.6721537660815655e-06,2.336938101025421e-08
F0,S132,4.084724478392865e-06,4.823322284414257e-06,2.4022354193506644e-08
F0,S133,6.504608159342589e-06,0.0,2.56308628383585e-08
F0,S134,6.341491950889106e-06,1.0431145219548154e-05,2.7761760602747994e-08
F0,S135,3.0072652765780524e-06,7.370092624693697e-06,2.321971840431345e-08
F0,S136,4.9697640902370165e-05,1.9952620588358725e-05,1.333263321699304e-07
F0,S137,3.921281632687891e-06,5.117450119105316e-06,2.387358899792188e-08
F0,S138,6.972039981008419e-06,7.087093252749662e-06,2.7110892987278742e-08
F0,S139,4.6084055058132906e-05,2.2860720667866916e-05,2.3771551821527184
F0,S140,3.750509464617282e-06,6.151898326286798e-06,2.394294835518918e-08
F0,S141,4.849662650031609e-06,6.153661357187707e-06,2.4370156602202216e-08
F0,S142,4.0060841574368205e-06,4.689324126470623e-06,2.4422578434931865e-08
F0,S143,6.268698402068077e-06,7.048109018054767e-06,2.6786697818312892e-08
F0,S144,5.242440991001498e-06,5.365260339385351e-06,0.0
F0,S145,5.262826805051872e-06,5.5071892227978394e-06,2.5082499610207805e-08
F0,S146,5.388670590701374e-06,1.8216240591939817e-05,2.8342989750155682e-08
F0,S147,6.4111976321698695e-06,6.839063467524766e-06,2.703182017373608e-08
F0,S148,5.9671999694838434e-06,5.585452979848066e-06,2.4880998433985413e-08
F0,S149,4.015655226948058e-06,4.994343616290158e-06,2.513672419811462e-08
F0,S150,3.970192986736832e-06,4.659870103695827e-06,2.4589876302614644e-08
F0,S151,5.54690210991039e-06,7.095440666531932e-06,3.0055806334344986e-08
F0,S152,5.6172943440308636e-06,1.8008409196720376e-05,3.204182219934598e-08
F0,S153,7.227045408421733e-06,1.2668344344155972e-05,3.15245003137544e-08
F0,S154,4.451703209170742e-06,5.388856040030405e-06,2.522545064968255e-08
F0,S155,6.278051100244176e-06,4.56615758426186e-06,2.5408899630941386e-08
F0,S156,3.7540771042811346e-06,4.82476335282526e-06,2.3858655586661658e-08
F0,S157,3.1565761237320185e-06,5.482989078649204e-06,2.341350308349854e-08
F0,S158,5.021882382700598e-06,4.94892070422264e-06,2.5694551355091903e-08
F0,S159,4.131118393783525e-06,6.828435677253625e-06,2.352787039564781e-08
F0,S160,3.6388562365771704e-06,6.954946657167536e-06,2.4664880902713827e-08
F0,S161,4.086083644615164e-06,4.575611176638919e-06,2.4529511792836667e-08
F0,S162,7.508043180303923e-06,5.869599645658742e-06,2.537977748701315e-08
F0,S163,3.792313187260241e-06,4.943183418753544e-06,2.409261172178187e-08
F0,S164,3.929985047695989e-06,4.740495843932087e-06,2.4117295254433585e-08
F0,S165,3.962417764665787e-06,8.374164966220564e-06,2.533492739056362e-08
F0,S166,1.2273308884710382e-05,1.1926817102549724e-05,1.0558509481106267e-07
F0,S167,5.076070799321798e-06,5.8054272282432344e-06,2.522577453896612e-08
F0,S168,5.735633265191786e-06,5.560719675878777e-06,2.605151461658837e-08
F0,S169,4.505801496591675e-06,6.31066816097974e-06,2.404106454145399e-08
F0,S170,3.883576523693661e-06,6.047648174589324e-06,2.4716460484013564e-08
F0,S171,5.9743992684180085e-06,5.879085059492497e-06,2.5823910834767935e-08
F0,S172,4.155155041262216e-05,9.394547158473567e-06,1.208020211189685e-07
F0,S173,4.87902650123803e-06,2.7590233523184244e-05,3.108102860727626e-08
F0,S174,3.142722865543483e-06,6.7764354682703055e-06,2.3248888880160104e-08
F0,S175,6.520737485474324e-06,4.675872761037127e-06,2.6130049931105635e-08
F0,S176,5.980641254582926e-06,6.6860911622174945e-06,0.0
F0,S177,9.064115884168579e-06,6.672948874269121e-06,2.857653514781795e-08
F0,S178,5.310264545430454e-06,9.839810477167153e-06,2.7312057765326546e-08
F0,S179,5.502927880412304e-06,5.60771680324285e-06,2.6455047335020598e-08
F0,S180,6.68880575432005e-06,1.1400570956103073e-05,2.892649287666344e-08
F0,S181,5.4215158817246706e-06,8.330346495232762e-06,2.7940761015571094e-08
F0,S182,5.520828866059315e-06,7.8561359981416e-06,2.6818507323526185e-08
F0,S183,7.893249212171475e-06,5.003039626726372e-06,2.8121313134776234e-08
F0,S184,4.4762571526477645e-06,7.225775427986574e-06,2.5247927054823392e-08
F0,S185,2.077368185624239,1.4094184734357842e-05,2.0288111893332e-07
F0,S186,4.684192563434323e-06,1.0799592470821296e-05,2.8056077515701536e-08
F0,S187,3.367440016607004e-06,4.677264262904067e-06,2.3723596886182196e-08
F0,S188,5.338416010413429e-06,1.0313354871249742e-05,2.700703601078622e-08
F0,S189,1.2861918580054715e-05,1.997190609268599e-05,6.28761032542285e-08
F0,S190,8.983755681228315e-06,7.943579980249438e-06,2.6979075736181915e-08
F0,S191,6.134108038130772e-06,2.803320096613668e-05,6.008263638588801e-08
F0,S192,4.107373583923853e-06,5.764617903372842e-06,2.4487588930129968e-08
F0,S193,4.019208854726864e-06,4.834020595532581e-06,2.4119093158635813e-08
F0,S194,0.0,4.913040280411624e-06,0.0
F0,S195,3.7425349417168175e-06,5.751426081069474e-06,2.4442677257023038e-08
F0,S196,3.7086312177197726e-06,5.5298464948006395e-06,2.3992162160961743e-08
F0,S197,3.6861665399774318e-06,4.664818193464213e-06,2.352708177338841e-08
F0,S198,5.4982686762664755e-06,4.850238980878569e-06,2.4764228121134902e-08
F0,S199,8.785876106676847e-06,5.166522962587212e-06,2.704216759339182e-08
F0,S200,4.835392425267923e-06,6.182869331930787e-06,2.5983167663621365e-08
F0,S201,3.131923764770622e-06,6.0443042803301075e-06,2.3305364760848165e-08
F0,S202,6.562733167117945e-06,5.1296563215492615e-06,2.60108090372819e-08
F0,S203,1.53270522351065e-05,8.8817740898758e-06,4.098162863706829e-08
F0,S204,3.898220940737846e-06,5.343627973644879e-06,2.4283831969070536e-08
F0,S205,5.865476973205093e-06,3.840420185216902e-05,2.9841160411656544e-08
F0,S206,5.534386215831713e-06,5.7325486859273995e-06,2.577189342087898e-08
F0,S207,3.600173733052717e-06,5.627840905883368e-06,2.3610051077032512e-08
F0,S208,3.917810409648252e-06,6.3481029552935055e-06,2.3984281557914717e-08
F0,S209,3.546762695560354e-05,6.910983021160657,3.513632477378098e-07
F0,S210,3.0875116436465166e-06,5.2329891650499115e-06,2.3619353939681538e-08
F0,S211,4.356662697136259e-06,4.885773007110289e-06,2.4049456014723764e-08
F0,S212,3.305742374703451e-06,4.975532876731994e-06,2.3614004889232767e-08
F0,S213,4.198674372318933e-06,6.4401100447763734e-06,2.4722448477260167e-08
F0,S214,4.1987773745172515e-06,7.5043048096147454e-06,2.3830474323604118e-08
F0,S215,3.194560489057919e-06,7.29189579119632e-06,2.3381438452694406e-08
F0,S216,1.7776193398500354e-05,1.71308296402834e-05,2.2621711907853973e-07
F0,S217,3.518222081841151e-06,6.776581482269791e-06,2.3570762315263393e-08
F0,S218,3.7655109396060336e-06,5.0655405928827895e-06,0.0
F0,S219,0.00022226011779426412,63.119836724341916,55.15960231725028
F0,S220,9.453061235707673e-06,1.2252790332689153e-05,3.0516181191906056e-08
F0,S221,6.596223360666185e-06,0.5676560098328067,4.08799131106843e-08
F0,S222,4.070331146154447e-06,8.553819921728947e-06,2.562521045012956e-08
F0,S223,3.8115773029249546e-06,4.793577439143073e-06,2.4329356990068837e-08
F0,S224,4.394857100055843e-06,5.147770476054798e-06,2.5055156451863707e-08
F0,S225,3.2912510532867596e-06,0.0,2.3804738641605342e-08
F0,S226,3.984971964843431e-06,5.521036341171911e-06,2.392872279507089e-08
F0,S227,3.999508018951146e-06,4.579153315222373e-06,2.4310344156575838e-08
F0,S228,1.92506798667665e-05,7.185939499484065e-06,2.891974139862564e-08
F0,S229,4.96303351200505e-06,8.384335579343783e-06,2.5290853885099267e-08
F0,S230,5.843241707077031e-06,0.0,3.117189088426129e-08
F0,S231,2.8755703781286613e-06,7.67268587421544e-06,2.304921887550614e-08
F0,S232,3.6973868756824768e-06,7.847702076953089e-06,2.3535890283215502e-08
F0,S233,15.777499077891438,2.8954401569344212,0.0
F0,S234,1.4642465171555385e-05,8.333586150622566e-06,3.0913952560795374e-08
F0,S235,1.0972556050915044e-05,9.812598235513433e-06,3.069269372148478e-08
F0,S236,3.578455086320832e-06,5.6516811093650555e-06,2.4333773207852186e-08
F0,S237,7.981418334981695e-06,4.782379203703657e-06,2.6772056875761176e-08
F0,S238,4.787410485671259e-06,5.759699987135688e-06,2.3813101337249045e-08
F0,S239,6.82401899989786e-06,4.811962168838505e-06,2.6325862413900366e-08
F0,S240,6.21277984658481e-06,4.781227075551931e-06,2.5530038639457356e-08
F0,S241,8.4723074495274,0.00028260638162690783,2.091297129434529
F0,S242,3.5664986276157026e-06,4.6198511725654605e-06,2.3507480758186653e-08
F0,S243,3.990017522840511e-06,4.608110002340343e-06,2.478879047806905e-08
F0,S244,7.839159872028866e-06,1.1320336964111146e-05,4.475828756739874e-08
F0,S245,6.734023521883797e-06,7.555819722861073e-06,2.6821326587748642e-08
F0,S246,3.9222869980246344e-06,5.281162746359316e-06,2.4004873504726493e-08
F0,S247,3.991389575967771e-06,4.857658933452368e-06,2.5154514564018117e-08
F0,S248,3.6754711471391466e-06,5.5698388121605e-06,2.4070459729714252e-08
F0,S249,3.88844994079582e-06,5.205976358558385e-06,2.409587232413766e-08
F0,S250,7.677570840015996e-06,5.273666437947653e-06,2.5605751488137584e-08
F0,S251,3.416139727214461e-06,7.761705847690996e-06,2.332971280900734e-08
F0,S252,3.3748646730231216e-06,5.457912839269615e-06,2.402774921722652e-08
F0,S253,0.0,1.4268288951458697e-05,5.758628606163247e-08
F0,S254,3.838417663180672e-06,7.346431911840466e-06,2.5379803251885235e-08
F0,S255,4.463135379450018e-06,7.68816194163528e-06,2.5711952425466426e-08
F0,S256,1.2927443895115652e-05,0.0,3.215079451364685e-08
F0,S257,4.3130088687998825e-06,5.763293761768775e-06,2.561315908842063e-08
F0,S258,4.86442735988247e-06,5.100772384634448e-06,2.5035020459903664e-08
F0,S259,4.558582762382314e-06,8.490718454172115e-06,2.664039570096301e-08
F0,S260,4.413143850703801e-06,5.4545161850977135e-06,2.514982670755602e-08
F0,S261,4.422498071430456e-06,8.789242543979875e-06,2.358256947741627e-08
F0,S262,3.0335908552108126e-06,6.3882070881837456e-06,2.3140477310055895e-08
F0,S263,2.7158742506872276e-06,9.769973732922824e-06,2.282759054349492e-08
F0,S264,3.922848925352253e-06,4.8406972360858635e-06,2.4892843696289577e-08
F0,S265,7.469154343568999e-06,6.0158980107094575e-06,2.616988954742393e-08
F0,S266,6.959650830731474e-06,6.186084475633405e-06,2.586263867885222e-08
F0,S267,5.7192667056010404e-06,5.979437011272526e-06,2.5911485584248806e-08
F0,S268,6.188052740422551e-06,5.232723039166176e-06,2.688471098996445e-08
F0,S269,6.115108655593627e-06,8.45257600918221e-06,2.6548735136207742e-08
F0,S270,8.029532949215391e-06,4.580534996649531e-06,2.6260339395231318e-08
F0,S271,0.0,4.633894714285568e-06,2.6231064169506227e-08
F0,S272,4.226290171930393e-06,5.870405379283793e-06,2.491622431594652e-08
F0,S273,3.959687046990899e-06,4.931163165796156e-06,2.4306305567869262e-08
F0,S274,4.525467255417664e-06,6.870168674682275e-06,2.7524333988039312e-08
F0,S275,1.0611765536606209e-05,5.433534327912331e-06,2.9318135843934595e-08
F0,S276,3.6729353380610733e-06,6.1736863603376895e-06,2.3380155076491977e-08
F0,S277,6.3568115788814455e-06,8.014484566146778e-06,2.7299440783476134e-08
F0,S278,8.67870368375872e-06,4.834719200675435e-06,2.59572371322791e-08
F0,S279,5.959989544964997e-06,0.0,2.8131389597627865e-08
F0,S280,3.796801827831593e-05,5.466311235669029e-05,6.634597687188946e-08
F0,S281,4.542295363153111e-06,5.127338173191507e-06,2.3981674889760182e-08
F0,S282,2.7232323358427683e-06,8.903865435576143e-06,2.2808332452925998e-08
F0,S283,4.4741723885548e-06,5.5154496253039405e-06,2.4668406554252786e-08
F0,S284,3.881622636157519e-06,5.237211601841395e-06,2.4798618938262472e-08
F0,S285,3.2657149613573178e-06,5.675343308504823e-06,2.4403437952233705e-08
F0,S286,3.4712243052782413e-06,5.9175757972964735e-06,2.3461690313642347e-08
F0,S287,3.276222530360754e-06,4.9518723548201145e-06,2.385007814816548e-08
F0,S288,3.130600367221448e-06,6.355451631378572e-06,2.3460074443871006e-08
F0,S289,3.596798612700758e-06,7.22475444639248e-06,2.355753232452868e-08
F0,S290,4.955200269656979e-06,9.128341916005659e-06,2.6996599675889607e-08
F0,S291,4.7945988526225695e-06,5.124015839648956e-06,2.608718263735644e-08
F0,S292,2.172686865530221e-05,9.120829667652728e-06,4.68654589060592e-08
F0,S293,3.913142393909251e-06,6.200979565538295e-06,2.4556818042577866e-08
F0,S294,1.6137522689038446e-05,8.18440940463314e-06,5.2083454083948525e-08
F0,S295,4.035463683512288e-06,9.189743961741412e-06,2.3600600931121977e-08
F0,S296,2.1630506005520753,3.4248092433593014e-05,3.7492509317324183
F0,S297,4.498360108506348e-06,5.288961331985907e-06,2.4825828507280027e-08
F0,S298,1.0556343406701296e-05,1.1297120294976429e-05,3.3705332705648196e-08
F0,S299,7.85757652269138e-06,5.2253890047530135e-06,2.7640421606460995e-08
F0,S300,3.7948470630949827e-06,5.628614377393143e-06,2.4641519274808275e-08
F0,S301,6.305746126604236e-06,1.2412869617278931e-05,2.809794780267044e-08
F0,S302,5.228004720618708e-06,6.316643147911758e-06,2.5639061998510084e-08
F0,S303,6.75010962772629e-06,6.188965542065578e-06,2.732119845523976e-08
F0,S304,4.0215155172361085e-06,5.723325098511482e-06,2.5661932973642462e-08
F0,S305,4.25163716972887e-06,7.579071241721441e-06,2.513559543462943e-08
F0,S306,1.1458888991902871e-05,5.263177112173001e-06,3.063305676056511e-08
F0,S307,9.424192738839754e-06,0.0,4.2523976411745134e-08
F0,S308,3.595005287034892e-06,6.131835202582108e-06,2.3486041588158423e-08
F0,S309,8.399671696896563e-06,5.203341473829958e-06,2.6553526178132076e-08
F0,S310,1.3840355315502935e-05,1.5905074855929528e-05,5.093104978483521e-08
F0,S311,9.89074188846207e-06,5.107547439010124e-06,2.716875601827867e-08
F0,S312,3.3270819502155354e-06,5.469208586694669e-06,2.3653311782863567e-08
F0,S313,1.136121095152456e-05,0.8652253646478517,1.1545959977652636
F0,S314,3.6595643434654162e-06,5.022078829889505e-06,2.37596048911298e-08
F0,S315,7.734486948357124e-06,1.9096307178905056e-05,5.055576967454443e-08
F0,S316,3.98964901301143e-06,7.116238874529793e-06,2.5088456916630163e-08
F0,S317,3.746337690591678e-06,4.567905631992005e-06,2.4198760930435094e-08
F0,S318,4.121510589598423e-06,4.887775401747881e-06,2.3945654357952114e-08
F0,S319,6.7135621722564434e-06,5.167044658352194e-06,2.6363216629132178e-08
F0,S320,1.1924841820929393e-05,1.0818339619948992e-05,3.195689561719305e-08
F0,S321,3.40610574324846e-06,6.130124908661272e-06,2.3891202856216816e-08
F0,S322,3.951716581207023e-06,4.792423439017758e-06,2.376103784612285e-08
F0,S323,3.573470419825303e-06,0.0,2.4131611896531388e-08
F0,S324,9.137554447007575e-06,7.603988559193432e-06,2.981716577499432e-08
F0,S325,4.493787380528498e-06,6.5277340308863905e-06,2.499408512277576e-08
F0,S326,7.116204416007288e-06,8.02538837878864e-06,2.730060566319381e-08
F0,S327,5.504693925093711e-06,1.5442399900727803e-05,3.0863393426236084e-08
F0,S328,3.955256336626442e-06,4.725450101795202e-06,2.3700307765032802e-08
F0,S329,3.023119852208452e-06,5.287101513817867e-06,2.370721939104128e-08
F0,S330,7.105481178956642e-06,10.133889885560073,8.659123535783554e-08
F0,S331,3.6087418824413494e-06,0.0,2.344535077339201e-08
F0,S332,7.779784039274591e-06,7.6254488545774624e-06,2.8267858374151648e-08
F0,S333,4.12121477827155e-06,5.27762130036963e-06,2.4054609109038618e-08
F0,S334,4.7633443450002075e-06,5.956345004496165e-06,2.5285000691289126e-08
F0,S335,3.219747718948858e-06,6.281752222236225e-06,2.329421843592472e-08
F0,S336,1.2540869868894042e-05,7.350665707499441e-06,3.109193502723412e-08
F0,S337,3.480225085745461e-06,6.035948368684857e-06,2.474818694978854e-08
F0,S338,4.87890856341082e-06,1.3874300909928796e-05,2.81849511579904e-08
F0,S339,3.7346627579749513e-06,5.600391977660041e-06,2.4266021992968863e-08
F0,S340,4.6902300503445814e-06,4.682052914836449e-06,2.495608666287998e-08
F0,S341,4.119657218448443e-06,6.2923129650783186e-06,2.4492963810045643e-08
F0,S342,6.720002018286937e-06,8.446681121398635e-06,2.9486733343503153e-08
F0,S343,5.067883598669371e-06,1.719204459574664e-05,0.0
F0,S344,3.2894878171972238e-06,5.648534110247934e-06,2.3363683924242612e-08
F0,S345,7.844741950784045e-06,1.1048201703050873e-05,3.760501958880847e-08
F0,S346,6.190391479649837e-06,6.10707810756941e-06,2.646771358148718e-08
F0,S347,3.001904061504762e-06,8.959650608816278e-06,2.297226963216878e-08
F0,S348,3.5684416283610747e-06,4.979025153459159e-06,2.4047592317990942e-08
F0,S349,7.331035582827688e-06,7.039169215278817e-06,2.8804012510391284e-08
F0,S350,1.4600762133079549e-05,1.260512995281329e-05,4.6877352986384846e-08
F0,S351,4.055400992910998e-06,6.370944977666937e-06,2.457287276639942e-08
F0,S352,6.628028315747144e-06,6.117287101011562e-06,2.6776462478422826e-08
F0,S353,6.1956114343045145e-06,1.743008696350334e-05,3.4147439663231713e-08
