,Environment,alpha
W72,Site 1,0.084923597946717
W73,Site 1,0.6051162317887423
W74,Site 1,0.1321291492617116
W75,Site 1,0.7236526710000458
W76,Site 1,0.3171308873540336
W77,Site 1,0.6794919383929675
W78,Site 1,0.5984577495430621
W79,Site 1,0.2833003882688775
W80,Site 1,0.010745543130484479
W81,Site 1,0.9360699192688404
W82,Site 1,0.5858883001186392
W83,Site 1,0.6696277633397879
W84,Site 1,0.20137855772469535
W85,Site 1,0.7838027298480658
W86,Site 1,0.0910753735196952
W87,Site 1,0.0015660597503193152
W88,Site 1,0.0667990131728835
W89,Site 1,0.6434730040886512
W90,Site 1,0.1182039312939569
W91,Site 1,0.3103530634938472
W92,Site 1,0.9219231605463016
W93,Site 1,0.3911605811935132
W94,Site 1,0.9240126835763012
W95,Site 1,0.9932566145240064
W96,Site 1,0.3493593300703517
W97,Site 1,0.7632364247113884
W98,Site 1,0.049473999927897916
W99,Site 1,0.6012709395298736
W100,Site 1,0.4731637036213098
W101,Site 1,0.8048696896238038
W102,Site 1,0.9926681344950942
W103,Site 1,0.8237994630648267
W104,Site 1,0.3695156907413806
W105,Site 1,0.7756382730838794
W106,Site 1,0.5899911396807442
W107,Site 1,0.14044417787667896
W108,Site 1,0.6598751193341996
W109,Site 1,0.6489012907335404
W110,Site 1,0.7434844852017005
W111,Site 1,0.594380553238308
W112,Site 1,0.10386247727205956
W113,Site 1,0.317909024820192
W114,Site 1,0.857692136142775
W115,Site 1,0.06737856054380054
W116,Site 1,0.5609946027166258
W117,Site 1,0.9076493666318834
W118,Site 1,0.5578420059663176
W119,Site 1,0.923748856829938
W120,Site 1,0.6021766684487854
W121,Site 1,0.4485558852019338
W122,Site 1,0.3865059648107019
W123,Site 1,0.91075580896834
W124,Site 1,0.5961871231156145
W125,Site 1,0.8648977956618367
W126,Site 1,0.3628159683653165
W127,Site 1,0.9285820926511712
W128,Site 1,0.30246710607489913
W129,Site 1,0.642399144653965
W130,Site 1,0.9138257486338722
W131,Site 1,0.3147457408595101
W132,Site 1,0.5391817833216466
W133,Site 1,0.6586457204418528
W134,Site 1,0.6357370288654486
W135,Site 1,0.28879957200459283
W136,Site 1,0.17447027188487885
W137,Site 1,0.21088340036065267
W138,Site 1,0.8269185354435599
W139,Site 1,0.4730941087158211
W140,Site 1,0.8107256767628332
W141,Site 1,0.6015583426256861
W142,Site 1,0.2474393535757441
W143,Site 1,0.040612100285578816
W144,Site 1,0.04697318611215828
W145,Site 1,0.6560358363591459
W146,Site 1,0.7383978387464235
W147,Site 1,0.9251889815998486
W148,Site 1,0.8763178447860902
W149,Site 1,0.10737117350738423
W150,Site 1,0.10301021254762144
W151,Site 1,0.16623313429494355
W152,Site 1,0.703007461592676
W153,Site 1,0.4483444887758179
W154,Site 1,0.7585751288902003
W155,Site 1,0.3494767865385656
W156,Site 1,0.33990531483441244
W157,Site 1,0.8807803415801813
W158,Site 1,0.27750701602430705
W159,Site 1,0.8958562189863918
W160,Site 1,0.09832717191483777
W161,Site 1,0.1673999380452369
W162,Site 1,0.2366482071143935
W163,Site 1,0.7086320426168975
W164,Site 1,0.02868028377223641
W165,Site 1,0.6588124826061216
W166,Site 1,0.4602296273831992
W167,Site 1,0.4342709677722975
W168,Site 1,0.27006426947040074
W169,Site 1,0.7623810130735141
W170,Site 1,0.35348974065836336
W171,Site 1,0.6903223732309691
W172,Site 1,0.6926576953968335
W173,Site 1,0.8301748956721811
W174,Site 1,0.3212917717772532
W175,Site 1,0.5174544215557202
W176,Site 1,0.4932615749882868
W177,Site 1,0.2286167053238501
W178,Site 1,0.09783741292156822
W179,Site 1,0.8457709574049169
W180,Site 1,0.9723718078392959
W181,Site 1,0.10694518915878792
W182,Site 1,0.06090585376360935
W183,Site 1,0.04959643804460157
W184,Site 1,0.031673294510963346
W185,Site 1,0.254967263901438
W186,Site 1,0.10153194470404704
W187,Site 1,0.7155083844282732
W188,Site 1,0.2291819652040845
W189,Site 1,0.3481510441686787
W190,Site 1,0.6944459440639196
W191,Site 1,0.22692944212997115
W192,Site 1,0.7708018185373228
W193,Site 1,0.18896685013430725
W194,Site 1,0.9685596191615118
W195,Site 1,0.01752609091371482
W196,Site 1,0.8201775735305366
W197,Site 1,0.9972338149636208
W198,Site 1,0.7115433502439941
W199,Site 1,0.7014431092347028
W200,Site 1,0.7636073472678129
W201,Site 1,0.5648677692990759
W202,Site 1,0.3335425874301722
W203,Site 1,0.3650208784904408
W204,Site 1,0.41942843326908497
W205,Site 1,0.1405394674879996
W206,Site 1,0.6412461897294398
W207,Site 1,0.16171142900150048
W208,Site 1,0.2798565707022493
W209,Site 1,0.7854124388900852
W210,Site 1,0.5022057435185799
W211,Site 1,0.29620315168225153
W212,Site 1,0.4732417276711114
W213,Site 1,0.3709164506257423
W214,Site 1,0.4460536466827346
W215,Site 1,0.204060951024488
W216,Site 1,0.05200155928983097
W217,Site 1,0.6479046654770307
W218,Site 1,0.3220951066137877
W219,Site 1,0.6617882962981514
W220,Site 1,0.6731459208479859
W221,Site 1,0.37307889862536814
W222,Site 1,0.5060377388804257
W223,Site 1,0.6971721268228739
W224,Site 1,0.8367819955167793
W225,Site 1,0.17806968359313646
W226,Site 1,0.9040672466663124
W227,Site 1,0.7611095443687812
W228,Site 1,0.10359356609357127
W229,Site 1,0.4917185488321514
W230,Site 1,0.3754379887478122
W231,Site 1,0.6433750729521323
W232,Site 1,0.3427181631125468
W233,Site 1,0.8942421353292695
W234,Site 1,0.5954694021484769
W235,Site 1,0.9896537244235244
W236,Site 1,0.3615492403523196
W237,Site 1,0.09626369709957527
W238,Site 1,0.3215127096076036
W239,Site 1,0.7272870234669618
W240,Site 1,0.8340664847888515
W241,Site 1,0.8828885906005544
W242,Site 1,0.2630078187117104
W243,Site 1,0.033997499145157706
W244,Site 1,0.9754108478320516
W245,Site 1,0.18853230062102844
W246,Site 1,0.19647242666686304
W247,Site 1,0.08230664562736445
W248,Site 1,0.26490738965826666
W249,Site 1,0.5577864456526402
W250,Site 1,0.9048445605819272
W251,Site 1,0.39463600372037
W252,Site 1,0.24033920655968666
W253,Site 1,0.1940541068220876
W254,Site 1,0.5402091574391656
W255,Site 1,0.9117316579088266
W256,Site 1,0.991724492616216
W257,Site 1,0.5162011907920105
W258,Site 1,0.6652041134492347
W259,Site 1,0.7126330061304174
W260,Site 1,0.9663713855956032
W261,Site 1,0.7418101086926496
W262,Site 1,0.4547762844141836
W263,Site 1,0.09409909288740248
W264,Site 1,0.8714248246473054
W265,Site 1,0.11807682132752972
W266,Site 1,0.4477286189998544
W267,Site 1,0.08961232691270782
W268,Site 1,0.8609534973689127
W269,Site 1,0.18176930453396
W270,Site 1,0.07801907789529072
W271,Site 1,0.7272274259653287
W272,Site 1,0.9935612835379574
W273,Site 1,0.3583576243716932
W274,Site 1,0.6472240756350001
W275,Site 1,0.42493817983488735
W276,Site 1,0.14180630526076654
W277,Site 1,0.2609896347156545
W278,Site 1,0.2148793536743796
W279,Site 1,0.5099275302266902
W280,Site 1,0.9455490999053956
W281,Site 1,0.3311773668366629
W282,Site 1,0.2910798307557905
W283,Site 1,0.7092287929554596
W284,Site 1,0.014675395358275669
W285,Site 1,0.7285774567968476
W286,Site 1,0.649082609341467
W287,Site 1,0.3617453883572848
W288,Site 1,0.12375144199971275
W289,Site 1,0.0977831320928656
W290,Site 1,0.19590502958962674
W291,Site 1,0.8423806905155181
W292,Site 1,0.8623112497825189
W293,Site 1,0.9007613156262564
W294,Site 1,0.9713486889870546
W295,Site 1,0.944770925679466
W296,Site 1,0.7598608470800727
W297,Site 1,0.5011953143605544
W298,Site 1,0.6980624895172794
W299,Site 1,0.8014465724989066
W300,Site 2,0.26936021069942684
W301,Site 2,0.37729556615120174
W302,Site 2,0.5372433744269033
W303,Site 2,0.4219177139573673
W304,Site 2,0.07815906810952311
W305,Site 2,0.20326027185021933
W306,Site 2,0.9961484018421348
W307,Site 2,0.8946582509488284
W308,Site 2,0.6438068509048998
W309,Site 2,0.9465804200874319
W310,Site 2,0.7829865315060022
W311,Site 2,0.6067097642418081
W312,Site 2,0.8704402840060467
W313,Site 2,0.5668624809810018
W314,Site 2,0.4559098465817544
W315,Site 2,0.4573773222800804
W316,Site 2,0.8015134588471229
W317,Site 2,0.7729107023571468
W318,Site 2,0.005792892228686508
W319,Site 2,0.9943758612113108
W320,Site 2,0.7220348120790459
W321,Site 2,0.6224071548410142
W322,Site 2,0.2542294806806128
W323,Site 2,0.4053787427275124
W324,Site 2,0.994327354376754
W325,Site 2,0.23290959351365206
W326,Site 2,0.6663642421994602
W327,Site 2,0.2435100845419957
W328,Site 2,0.9966403603267848
W329,Site 2,0.7026725805845188
W330,Site 2,0.34849460395843024
W331,Site 2,0.8394840929465739
W332,Site 2,0.2691338020962051
W333,Site 2,0.8501226144028688
W334,Site 2,0.7665665225835494
W335,Site 2,0.5923533117831437
W336,Site 2,0.4298339659130848
W337,Site 2,0.6230124517488292
W338,Site 2,0.9455276400556512
W339,Site 2,0.2697355248257165
W340,Site 2,0.5755616680390644
W341,Site 2,0.8695751614648268
W342,Site 2,0.4023212073277854
W343,Site 2,0.29558337591306505
W344,Site 2,0.631805357969251
W345,Site 2,0.8336891522906785
W346,Site 2,0.7383190919344214
W347,Site 2,0.8998495474528813
W348,Site 2,0.5166251056456479
W349,Site 2,0.6002311019768132
W350,Site 2,0.420217542537878
W351,Site 2,0.44924326544950144
W352,Site 2,0.8719353623986236
W353,Site 2,0.9946957018663396
W354,Site 2,0.3339344201412492
W355,Site 2,0.8052031285721581
W356,Site 2,0.7157807938442593
W357,Site 2,0.1995642987608086
W358,Site 2,0.8103582541427162
W359,Site 2,0.4506957258660264
W360,Site 2,0.9894259979236114
W361,Site 2,0.4492868284532354
W362,Site 2,0.9965458342328476
W363,Site 2,0.44152150512402333
W364,Site 2,0.4417009911828093
W365,Site 2,0.6410440663392705
W366,Site 2,0.4671052955423233
W367,Site 2,0.38221462700342346
W368,Site 2,0.5233668709370772
W369,Site 2,0.23127366396895266
W370,Site 2,0.39301506492202576
W371,Site 2,0.06517079076682364
W372,Site 2,0.084923597946717
W373,Site 2,0.6051162317887423
W374,Site 2,0.1321291492617116
W375,Site 2,0.7236526710000458
W376,Site 2,0.3171308873540336
W377,Site 2,0.6794919383929675
W378,Site 2,0.5984577495430621
W379,Site 2,0.2833003882688775
W380,Site 2,0.010745543130484479
W381,Site 2,0.9360699192688404
W382,Site 2,0.5858883001186392
W383,Site 2,0.6696277633397879
W384,Site 2,0.20137855772469535
W385,Site 2,0.7838027298480658
W386,Site 2,0.0910753735196952
W387,Site 2,0.0015660597503193152
W388,Site 2,0.0667990131728835
W389,Site 2,0.6434730040886512
W390,Site 2,0.1182039312939569
W391,Site 2,0.3103530634938472
W392,Site 2,0.9219231605463016
W393,Site 2,0.3911605811935132
W394,Site 2,0.9240126835763012
W395,Site 2,0.9932566145240064
W396,Site 2,0.3493593300703517
W397,Site 2,0.7632364247113884
W398,Site 2,0.049473999927897916
W399,Site 2,0.6012709395298736
W400,Site 2,0.4731637036213098
W401,Site 2,0.8048696896238038
W402,Site 2,0.9926681344950942
W403,Site 2,0.8237994630648267
W404,Site 2,0.3695156907413806
W405,Site 2,0.7756382730838794
W406,Site 2,0.5899911396807442
W407,Site 2,0.14044417787667896
W408,Site 2,0.6598751193341996
W409,Site 2,0.6489012907335404
W410,Site 2,0.7434844852017005
W411,Site 2,0.594380553238308
W412,Site 2,0.10386247727205956
W413,Site 2,0.317909024820192
W414,Site 2,0.857692136142775
W415,Site 2,0.06737856054380054
W416,Site 2,0.5609946027166258
W417,Site 2,0.9076493666318834
W418,Site 2,0.5578420059663176
W419,Site 2,0.923748856829938
W420,Site 2,0.6021766684487854
W421,Site 2,0.4485558852019338
W422,Site 2,0.3865059648107019
W423,Site 2,0.91075580896834
W424,Site 2,0.5961871231156145
W425,Site 2,0.8648977956618367
W426,Site 2,0.3628159683653165
W427,Site 2,0.9285820926511712
W428,Site 2,0.30246710607489913
W429,Site 2,0.642399144653965
W430,Site 2,0.9138257486338722
W431,Site 2,0.3147457408595101
W432,Site 2,0.5391817833216466
W433,Site 2,0.6586457204418528
W434,Site 2,0.6357370288654486
W435,Site 2,0.28879957200459283
W436,Site 2,0.17447027188487885
W437,Site 2,0.21088340036065267
W438,Site 2,0.8269185354435599
W439,Site 2,0.4730941087158211
W440,Site 2,0.8107256767628332
W441,Site 2,0.6015583426256861
W442,Site 2,0.2474393535757441
W443,Site 2,0.040612100285578816
W444,Site 2,0.04697318611215828
W445,Site 2,0.6560358363591459
W446,Site 2,0.7383978387464235
W447,Site 2,0.9251889815998486
W448,Site 2,0.8763178447860902
W449,Site 2,0.10737117350738423
W450,Site 2,0.10301021254762144
W451,Site 2,0.16623313429494355
W452,Site 2,0.703007461592676
W453,Site 2,0.4483444887758179
W454,Site 2,0.7585751288902003
W455,Site 2,0.3494767865385656
W456,Site 2,0.33990531483441244
W457,Site 2,0.8807803415801813
W458,Site 2,0.27750701602430705
W459,Site 2,0.8958562189863918
W460,Site 2,0.09832717191483777
W461,Site 2,0.1673999380452369
W462,Site 2,0.2366482071143935
W463,Site 2,0.7086320426168975
W464,Site 2,0.02868028377223641
W465,Site 2,0.6588124826061216
W466,Site 2,0.4602296273831992
W467,Site 2,0.4342709677722975
W468,Site 2,0.27006426947040074
W469,Site 2,0.7623810130735141
W470,Site 2,0.35348974065836336
W471,Site 2,0.6903223732309691
W472,Site 2,0.6926576953968335
W473,Site 2,0.8301748956721811
W474,Site 2,0.3212917717772532
W475,Site 2,0.5174544215557202
W476,Site 2,0.4932615749882868
W477,Site 2,0.2286167053238501
W478,Site 2,0.09783741292156822
W479,Site 2,0.8457709574049169
W480,Site 2,0.9723718078392959
W481,Site 2,0.10694518915878792
W482,Site 2,0.06090585376360935
W483,Site 2,0.04959643804460157
W484,Site 2,0.031673294510963346
W485,Site 2,0.254967263901438
W486,Site 2,0.10153194470404704
W487,Site 2,0.7155083844282732
W488,Site 2,0.2291819652040845
W489,Site 2,0.3481510441686787
W490,Site 2,0.6944459440639196
W491,Site 2,0.22692944212997115
W492,Site 2,0.7708018185373228
W493,Site 2,0.18896685013430725
W494,Site 2,0.9685596191615118
W495,Site 2,0.01752609091371482
W496,Site 2,0.8201775735305366
W497,Site 2,0.9972338149636208
W498,Site 2,0.7115433502439941
W499,Site 2,0.7014431092347028
W500,Site 2,0.7636073472678129
W501,Site 2,0.5648677692990759
W502,Site 2,0.3335425874301722
W503,Site 2,0.3650208784904408
W504,Site 2,0.41942843326908497
W505,Site 2,0.1405394674879996
W506,Site 2,0.6412461897294398
W507,Site 2,0.16171142900150048
W508,Site 2,0.2798565707022493
W509,Site 2,0.7854124388900852
W510,Site 2,0.5022057435185799
W511,Site 2,0.29620315168225153
W512,Site 2,0.4732417276711114
W513,Site 2,0.3709164506257423
W514,Site 2,0.4460536466827346
W515,Site 2,0.204060951024488
W516,Site 2,0.05200155928983097
W517,Site 2,0.6479046654770307
W518,Site 2,0.3220951066137877
W519,Site 2,0.6617882962981514
W520,Site 2,0.6731459208479859
W521,Site 2,0.37307889862536814
W522,Site 2,0.5060377388804257
W523,Site 2,0.6971721268228739
W524,Site 2,0.8367819955167793
W525,Site 2,0.17806968359313646
W526,Site 2,0.9040672466663124
W527,Site 2,0.7611095443687812
W528,Site 2,0.10359356609357127
W529,Site 2,0.4917185488321514
W530,Site 2,0.3754379887478122
W531,Site 2,0.6433750729521323
W532,Site 2,0.3427181631125468
W533,Site 2,0.8942421353292695
W534,Site 2,0.5954694021484769
W535,Site 2,0.9896537244235244
W536,Site 2,0.3615492403523196
W537,Site 2,0.09626369709957527
W538,Site 2,0.3215127096076036
W539,Site 2,0.7272870234669618
W540,Site 2,0.8340664847888515
W541,Site 2,0.8828885906005544
W542,Site 2,0.2630078187117104
W543,Site 2,0.033997499145157706
W544,Site 2,0.9754108478320516
W545,Site 2,0.18853230062102844
W546,Site 2,0.19647242666686304
W547,Site 2,0.08230664562736445
W548,Site 2,0.26490738965826666
W549,Site 2,0.5577864456526402
W550,Site 2,0.9048445605819272
W551,Site 2,0.39463600372037
W552,Site 2,0.24033920655968666
W553,Site 2,0.1940541068220876
W554,Site 2,0.5402091574391656
W555,Site 2,0.9117316579088266
W556,Site 2,0.991724492616216
W557,Site 2,0.5162011907920105
W558,Site 2,0.6652041134492347
W559,Site 2,0.7126330061304174
W560,Site 2,0.9663713855956032
W561,Site 2,0.7418101086926496
W562,Site 2,0.4547762844141836
W563,Site 2,0.09409909288740248
W564,Site 2,0.8714248246473054
W565,Site 2,0.11807682132752972
W566,Site 2,0.4477286189998544
W567,Site 2,0.08961232691270782
W568,Site 2,0.8609534973689127
W569,Site 2,0.18176930453396
W570,Site 2,0.07801907789529072
W571,Site 2,0.7272274259653287
W572,Site 2,0.9935612835379574
W573,Site 2,0.3583576243716932
W574,Site 2,0.6472240756350001
W575,Site 2,0.42493817983488735
W576,Site 2,0.14180630526076654
W577,Site 2,0.2609896347156545
W578,Site 2,0.2148793536743796
W579,Site 2,0.5099275302266902
W580,Site 2,0.9455490999053956
W581,Site 2,0.3311773668366629
W582,Site 2,0.2910798307557905
W583,Site 2,0.7092287929554596
W584,Site 2,0.014675395358275669
W585,Site 2,0.7285774567968476
W586,Site 2,0.649082609341467
W587,Site 2,0.3617453883572848
W588,Site 2,0.12375144199971275
W589,Site 2,0.0977831320928656
W590,Site 2,0.19590502958962674
W591,Site 2,0.8423806905155181
W592,Site 2,0.8623112497825189
W593,Site 2,0.9007613156262564
W594,Site 2,0.9713486889870546
W595,Site 2,0.944770925679466
W596,Site 2,0.7598608470800727
W597,Site 2,0.5011953143605544
W598,Site 2,0.6980624895172794
W599,Site 2,0.8014465724989066
W600,Site 3,0.26936021069942684
W601,Site 3,0.37729556615120174
W602,Site 3,0.5372433744269033
W603,Site 3,0.4219177139573673
W604,Site 3,0.07815906810952311
W605,Site 3,0.20326027185021933
W606,Site 3,0.9961484018421348
W607,Site 3,0.8946582509488284
W608,Site 3,0.6438068509048998
W609,Site 3,0.9465804200874319
W610,Site 3,0.7829865315060022
W611,Site 3,0.6067097642418081
W612,Site 3,0.8704402840060467
W613,Site 3,0.5668624809810018
W614,Site 3,0.4559098465817544
W615,Site 3,0.4573773222800804
W616,Site 3,0.8015134588471229
W617,Site 3,0.7729107023571468
W618,Site 3,0.005792892228686508
W619,Site 3,0.9943758612113108
W620,Site 3,0.7220348120790459
W621,Site 3,0.6224071548410142
W622,Site 3,0.2542294806806128
W623,Site 3,0.4053787427275124
W624,Site 3,0.994327354376754
W625,Site 3,0.23290959351365206
W626,Site 3,0.6663642421994602
W627,Site 3,0.2435100845419957
W628,Site 3,0.9966403603267848
W629,Site 3,0.7026725805845188
W630,Site 3,0.34849460395843024
W631,Site 3,0.8394840929465739
W632,Site 3,0.2691338020962051
W633,Site 3,0.8501226144028688
W634,Site 3,0.7665665225835494
W635,Site 3,0.5923533117831437
W636,Site 3,0.4298339659130848
W637,Site 3,0.6230124517488292
W638,Site 3,0.9455276400556512
W639,Site 3,0.2697355248257165
W640,Site 3,0.5755616680390644
W641,Site 3,0.8695751614648268
W642,Site 3,0.4023212073277854
W643,Site 3,0.29558337591306505
W644,Site 3,0.631805357969251
W645,Site 3,0.8336891522906785
W646,Site 3,0.7383190919344214
W647,Site 3,0.8998495474528813
W648,Site 3,0.5166251056456479
W649,Site 3,0.6002311019768132
W650,Site 3,0.420217542537878
W651,Site 3,0.44924326544950144
W652,Site 3,0.8719353623986236
W653,Site 3,0.9946957018663396
W654,Site 3,0.3339344201412492
W655,Site 3,0.8052031285721581
W656,Site 3,0.7157807938442593
W657,Site 3,0.1995642987608086
W658,Site 3,0.8103582541427162
W659,Site 3,0.4506957258660264
W660,Site 3,0.9894259979236114
W661,Site 3,0.4492868284532354
W662,Site 3,0.9965458342328476
W663,Site 3,0.44152150512402333
W664,Site 3,0.4417009911828093
W665,Site 3,0.6410440663392705
W666,Site 3,0.4671052955423233
W667,Site 3,0.38221462700342346
W668,Site 3,0.5233668709370772
W669,Site 3,0.23127366396895266
W670,Site 3,0.39301506492202576
W671,Site 3,0.06517079076682364
W672,Site 3,0.084923597946717
W673,Site 3,0.6051162317887423
W674,Site 3,0.1321291492617116
W675,Site 3,0.7236526710000458
W676,Site 3,0.3171308873540336
W677,Site 3,0.6794919383929675
W678,Site 3,0.5984577495430621
W679,Site 3,0.2833003882688775
W680,Site 3,0.010745543130484479
W681,Site 3,0.9360699192688404
W682,Site 3,0.5858883001186392
W683,Site 3,0.6696277633397879
W684,Site 3,0.20137855772469535
W685,Site 3,0.7838027298480658
W686,Site 3,0.0910753735196952
W687,Site 3,0.0015660597503193152
W688,Site 3,0.0667990131728835
W689,Site 3,0.6434730040886512
W690,Site 3,0.1182039312939569
W691,Site 3,0.3103530634938472
W692,Site 3,0.9219231605463016
W693,Site 3,0.3911605811935132
W694,Site 3,0.9240126835763012
W695,Site 3,0.9932566145240064
W696,Site 3,0.3493593300703517
W697,Site 3,0.7632364247113884
W698,Site 3,0.049473999927897916
W699,Site 3,0.6012709395298736
W700,Site 3,0.4731637036213098
W701,Site 3,0.8048696896238038
W702,Site 3,0.9926681344950942
W703,Site 3,0.8237994630648267
W704,Site 3,0.3695156907413806
W705,Site 3,0.7756382730838794
W706,Site 3,0.5899911396807442
W707,Site 3,0.14044417787667896
W708,Site 3,0.6598751193341996
W709,Site 3,0.6489012907335404
W710,Site 3,0.7434844852017005
W711,Site 3,0.594380553238308
W712,Site 3,0.10386247727205956
W713,Site 3,0.317909024820192
W714,Site 3,0.857692136142775
W715,Site 3,0.06737856054380054
W716,Site 3,0.5609946027166258
W717,Site 3,0.9076493666318834
W718,Site 3,0.5578420059663176
W719,Site 3,0.923748856829938
W720,Site 3,0.6021766684487854
W721,Site 3,0.4485558852019338
W722,Site 3,0.3865059648107019
W723,Site 3,0.91075580896834
W724,Site 3,0.5961871231156145
W725,Site 3,0.8648977956618367
W726,Site 3,0.3628159683653165
W727,Site 3,0.9285820926511712
W728,Site 3,0.30246710607489913
W729,Site 3,0.642399144653965
W730,Site 3,0.9138257486338722
W731,Site 3,0.3147457408595101
W732,Site 3,0.5391817833216466
W733,Site 3,0.6586457204418528
W734,Site 3,0.6357370288654486
W735,Site 3,0.28879957200459283
W736,Site 3,0.17447027188487885
W737,Site 3,0.21088340036065267
W738,Site 3,0.8269185354435599
W739,Site 3,0.4730941087158211
W740,Site 3,0.8107256767628332
W741,Site 3,0.6015583426256861
W742,Site 3,0.2474393535757441
W743,Site 3,0.040612100285578816
W744,Site 3,0.04697318611215828
W745,Site 3,0.6560358363591459
W746,Site 3,0.7383978387464235
W747,Site 3,0.9251889815998486
W748,Site 3,0.8763178447860902
W749,Site 3,0.10737117350738423
W750,Site 3,0.10301021254762144
W751,Site 3,0.16623313429494355
W752,Site 3,0.703007461592676
W753,Site 3,0.4483444887758179
W754,Site 3,0.7585751288902003
W755,Site 3,0.3494767865385656
W756,Site 3,0.33990531483441244
W757,Site 3,0.8807803415801813
W758,Site 3,0.27750701602430705
W759,Site 3,0.8958562189863918
W760,Site 3,0.09832717191483777
W761,Site 3,0.1673999380452369
W762,Site 3,0.2366482071143935
W763,Site 3,0.7086320426168975
W764,Site 3,0.02868028377223641
W765,Site 3,0.6588124826061216
W766,Site 3,0.4602296273831992
W767,Site 3,0.4342709677722975
W768,Site 3,0.27006426947040074
W769,Site 3,0.7623810130735141
W770,Site 3,0.35348974065836336
W771,Site 3,0.6903223732309691
W772,Site 3,0.6926576953968335
W773,Site 3,0.8301748956721811
W774,Site 3,0.3212917717772532
W775,Site 3,0.5174544215557202
W776,Site 3,0.4932615749882868
W777,Site 3,0.2286167053238501
W778,Site 3,0.09783741292156822
W779,Site 3,0.8457709574049169
W780,Site 3,0.9723718078392959
W781,Site 3,0.10694518915878792
W782,Site 3,0.06090585376360935
W783,Site 3,0.04959643804460157
W784,Site 3,0.031673294510963346
W785,Site 3,0.254967263901438
W786,Site 3,0.10153194470404704
W787,Site 3,0.7155083844282732
W788,Site 3,0.2291819652040845
W789,Site 3,0.3481510441686787
W790,Site 3,0.6944459440639196
W791,Site 3,0.22692944212997115
W792,Site 3,0.7708018185373228
W793,Site 3,0.18896685013430725
W794,Site 3,0.9685596191615118
W795,Site 3,0.01752609091371482
W796,Site 3,0.8201775735305366
W797,Site 3,0.9972338149636208
W798,Site 3,0.7115433502439941
W799,Site 3,0.7014431092347028
W800,Site 3,0.7636073472678129
W801,Site 3,0.5648677692990759
W802,Site 3,0.3335425874301722
W803,Site 3,0.3650208784904408
W804,Site 3,0.41942843326908497
W805,Site 3,0.1405394674879996
W806,Site 3,0.6412461897294398
W807,Site 3,0.16171142900150048
W808,Site 3,0.2798565707022493
W809,Site 3,0.7854124388900852
W810,Site 3,0.5022057435185799
W811,Site 3,0.29620315168225153
W812,Site 3,0.4732417276711114
W813,Site 3,0.3709164506257423
W814,Site 3,0.4460536466827346
W815,Site 3,0.204060951024488
W816,Site 3,0.05200155928983097
W817,Site 3,0.6479046654770307
W818,Site 3,0.3220951066137877
W819,Site 3,0.6617882962981514
W820,Site 3,0.6731459208479859
W821,Site 3,0.37307889862536814
W822,Site 3,0.5060377388804257
W823,Site 3,0.6971721268228739
W824,Site 3,0.8367819955167793
