,m
W236,0.9781760746423096
W237,4.607365134034978
W238,7.671609620030787
W239,1.848027535425144
W240,5.877614073452159
W241,7.020861815167208
W242,2.7086687726090117
W243,7.770915172802558
W244,6.214409871434242
W245,2.811289037050394
W246,6.837718584419185
W247,6.655895532070818
W248,9.437486054851707
W249,2.2077612253434467
W250,1.830976321955776
W251,5.8009848700805655
W252,9.62015942293288
W253,5.989724612534641
W254,8.176996022422514
W255,0.8584688853603015
W256,4.723904364757484
W257,7.6970733398280755
W258,4.5765150296502775
W259,2.333678436837202
W260,9.423715718742322
W261,0.7581399936997545
W262,3.395785844032249
W263,8.957148432517188
W264,6.932091100160763
W265,8.835838646969568
W266,6.508451184798053
W267,7.239503325562043
W268,8.897158979722937
W269,2.808210588408476
W270,7.648726407983255
W271,8.294577991177013
W272,2.7135376489711813
W273,5.748193245261363
W274,9.399970057650222
W275,2.8164826034528287
W276,6.461713019683763
W277,9.217655910732423
W278,1.8925639954576718
W279,9.697865377409515
W280,6.882031309602338
W281,8.735332992520723
W282,9.375941855587426
W283,1.9383506896580969
W284,8.80310130832401
W285,2.8522450172487317
W286,7.442747426164366
W287,4.062860853515439
W288,3.943565336406597
W289,2.718957648785933
W290,7.195575087762242
W291,0.5819868589048536
W292,4.693669736203169
W293,3.8015842329483753
W294,4.973754640690073
W295,3.0195110050789284
W296,4.842355528526785
W297,10.388868181791567
W298,4.577279829122651
W299,4.126121712473823
