,,W0,W1,W2
F0,S27,9.40851177420816e-06,6.507080786564308e-07,2.3604290817855445e-08
F0,S28,8.540792337612125e-06,5.930642612947751e-07,2.3051182234809128e-08
F0,S29,1.1880484041649476e-05,6.165635797093101e-07,2.314356961213198e-08
F0,S30,9.833768821216555e-06,5.790380113088029e-07,2.223058130439948e-08
F0,S31,2.119947629173488e-05,8.519513036784029e-07,2.9190594338486108e-08
F0,S32,2.236203653685389e-05,5.551202759353321e-07,2.1842688032932e-08
F0,S33,8.555527988655908e-06,7.049284169913359e-07,2.526722940202022e-08
F0,S34,9.575729390471428e-06,6.377248680097139e-07,2.3191604784639865e-08
F0,S35,2.072804744615552e-05,6.86122540629685e-07,2.9738377369935815e-08
F0,S36,1.3615676407215799e-05,6.207586566850824e-07,2.3604037656486996e-08
F0,S37,1.0425889472371795e-05,5.83378812299812e-07,2.295404800333211e-08
F0,S38,8.615234592254983e-06,6.20812542813076e-07,2.3360683646986623e-08
F0,S39,1.5822672028260465e-05,8.373820281756635e-07,2.667254692243183e-08
F0,S40,1.192326802926534e-05,6.0706504924701e-07,2.2758251222912852e-08
F0,S41,1.0904382954868342e-05,6.506729789885155e-07,2.3203622082199494e-08
F0,S42,1.6647990879089434e-05,5.814661184544219e-07,2.2236626484131533e-08
F0,S43,1.6078367955210115e-05,6.566140235376007e-07,2.4590272276656298e-08
F0,S44,19.211552293569273,0.7003613589595417,11.30023478012797
F0,S45,2.20321030580894e-05,6.648559497017118e-07,2.8236339061809537e-08
F0,S46,2.524794649102678e-05,9.541125805576154,1.0004880277331233e-07
F0,S47,1.9568150429516282e-05,6.502033368267017e-07,2.624682733616371e-08
F0,S48,8.666459611934708e-06,6.040192319121489e-07,2.258085225369455e-08
F0,S49,1.3988799491756065e-05,5.848917795655667e-07,2.2033236278972173e-08
F0,S50,8.705184832333618e-06,6.121834220623515e-07,2.383424916065456e-08
F0,S51,1.0470117620335727e-05,5.946313463186567e-07,2.2777301462773347e-08
F0,S52,0.00011401877710214731,1.016935467271987e-06,4.181803355286083e-08
F0,S53,1.084476333565118e-05,5.967425637121597e-07,2.2951481930880338e-08
F0,S54,2.0963336370439344e-05,6.581896269884529e-07,2.617091681997069e-08
F0,S55,2.0726108492433852e-05,6.349892909467353e-07,2.5260928740667285e-08
F0,S56,1.814390222704605e-05,7.020619266295593e-07,2.6484865171351786e-08
F0,S57,1.2207401808876133e-05,5.923804995394312e-07,2.2429468115597083e-08
F0,S58,1.7698491554797817e-05,5.572394888091263e-07,2.170643381169213e-08
F0,S59,2.19947752980201e-05,8.171432663795168e-07,3.486851039043707e-08
F0,S60,1.4742388338220517e-05,7.018900378688147e-07,2.454874185807632e-08
F0,S61,8.993084310109782e-06,5.90540110727353e-07,2.2347278497732148e-08
F0,S62,4.1470668436631954e-05,16.099608462315427,5.41194451143756e-07
F0,S63,2.0780661809023088e-05,5.462761323177231e-07,2.164272270171274e-08
F0,S64,2.4449094197975103e-05,6.048831455431348e-07,2.602204716113641e-08
F0,S65,1.1573067761056334e-05,6.142184664503889e-07,2.5008853035438335e-08
F0,S66,1.621361724545083e-05,6.55578870173413e-07,2.4720662654102054e-08
F0,S67,1.9904761792360724e-05,5.575500239964188e-07,2.1724675007832378e-08
F0,S68,8.49052294227205e-06,6.23590197789209e-07,2.3255946129527675e-08
F0,S69,1.8723671113690035e-05,6.146990790794703e-07,2.750289546425531e-08
F0,S70,1.4123895183298306e-05,6.35470974313953e-07,2.248297394358518e-08
F0,S71,1.5366687226480866e-05,6.500572135228672e-07,2.472080350491205e-08
F0,S72,1.2191268325809226e-05,6.276338687105771e-07,2.392909178137516e-08
F0,S73,1.2389294285109884e-05,6.162529650551772e-07,2.3916626932435562e-08
F0,S74,2.2059792024983023e-05,6.372371964172023e-07,2.837261243751583e-08
F0,S75,1.3466990153715054e-05,5.778365190877064e-07,2.1990060668810084e-08
F0,S76,1.5938415040118984e-05,6.812419395133752e-07,2.5953435328776445e-08
F0,S77,1.573362710621776e-05,7.071379702679923e-07,2.3227227513040673e-08
F0,S78,2.6635786277903455e-05,5.451796132461417e-07,2.155140332329276e-08
F0,S79,7.544186317684118,7.286007116602774e-07,1.0921898455378364e-07
F0,S80,1.2386567841865085e-05,5.943690762738677e-07,2.3239597252574454e-08
F0,S81,9.349174937772738e-06,6.168019825642913e-07,2.3023829382837078e-08
F0,S82,1.5268591259435028e-05,6.236965142718864e-07,2.413544626449123e-08
F0,S83,9.051817326573289e-06,5.661874874860235e-07,2.238308953870611e-08
F0,S84,8.807435511856147e-06,5.844859747214394e-07,2.2809248703915354e-08
F0,S85,1.1163926775720284e-05,6.153344005534167e-07,2.3247938179520435e-08
F0,S86,8.551330416885728e-06,6.680995175289262e-07,2.31642100255722e-08
F0,S87,8.974459481970229e-06,5.941784494416442e-07,2.283316072859986e-08
F0,S88,8.544949823427981e-06,5.955626274051397e-07,2.2521266449209596e-08
F0,S89,9.009899665211163e-06,6.047678761220326e-07,2.266146337192086e-08
F0,S90,1.191503542559168e-05,6.692442668822255e-07,2.5784403728278184e-08
F0,S91,1.1343960798896211e-05,5.81929003075489e-07,2.2354124057765952e-08
F0,S92,9.781214563907833e-06,6.496837678180267e-07,2.362937659566619e-08
F0,S93,1.0306279209729472e-05,7.010922427199247e-07,2.356388670804517e-08
F0,S94,1.3941591715717288e-05,6.873725733583091e-07,2.250322503518973e-08
F0,S95,1.4382218944696543e-05,6.160773873244537e-07,2.6265486351466584e-08
F0,S96,9.032880014042866e-06,5.696560219540663e-07,2.2157135551849477e-08
F0,S97,1.4562781139281031e-05,5.623727428469315e-07,2.1769373459630793e-08
F0,S98,8.630602599135149e-06,6.021880627159468e-07,2.3179705135777017e-08
F0,S99,2.2001817815842487e-05,6.804592733619547e-07,2.4815115911076312e-08
F0,S100,2.5869426976005875e-05,1.0488411607052697e-06,2.9708462657825238e-08
F0,S101,1.645556733165123e-05,6.476927428631658e-07,2.4555199601582454e-08
F0,S102,1.0930105900291885e-05,5.900924741023099e-07,2.259991397018021e-08
F0,S103,1.0061210229201537e-05,6.056552369217173e-07,2.3582203727421308e-08
F0,S104,1.1507415005528325e-05,7.849994117977468e-07,2.603079027920535e-08
F0,S105,1.4271603628498962e-05,7.074506047051155e-07,2.662087010469841e-08
F0,S106,2.1788057458233523e-05,7.787607789965274e-07,2.8626566313223274e-08
F0,S107,9.51532774169124e-06,9.251518613676439e-07,2.7539184249975495e-08
F0,S108,1.406581160410174e-05,5.816060288543337e-07,2.269029889876027e-08
F0,S109,2.5722007523062538e-05,6.226687610232803e-07,2.4965760007276013e-08
F0,S110,1.1090891390224448e-05,6.124375632262386e-07,2.3957308267582446e-08
F0,S111,2.043582947861153e-05,9.018595255962158e-07,2.648260135017606e-08
F0,S112,9.907285990879679e-06,7.93031889366868e-07,2.5072503840057213e-08
F0,S113,1.1403726598634698e-05,6.133898656707451e-07,2.2552360717027675e-08
F0,S114,2.310601531100197e-05,6.020865922858554e-07,2.4993777762408156e-08
F0,S115,1.7963832340796313e-05,6.065277084825707e-07,2.4117659004171904e-08
F0,S116,1.945903920644358e-05,7.251824265349851e-07,2.7915539877371062e-08
F0,S117,1.8205255804959686e-05,5.604754029178707e-07,2.1969575800052332e-08
F0,S118,1.0236768301913526e-05,5.8005573326699e-07,2.25040695803541e-08
F0,S119,1.2252475203166036e-05,6.331330219029963e-07,2.3186850905788148e-08
F0,S120,1.6118608446382782e-05,6.116403209685034e-07,2.4991595072304552e-08
F0,S121,1.1694971790452711e-05,6.402965906367638e-07,2.4707394829253144e-08
F0,S122,2.1460004238571423e-05,6.159414824598584e-07,2.8307030702112697e-08
F0,S123,1.1185712194402962e-05,7.026423658759107e-07,2.567520298682272e-08
F0,S124,1.1196228009517003e-05,5.834000425891585e-07,2.3097982669436284e-08
F0,S125,1.5645361629866243e-05,5.712872342106223e-07,2.2084009384282643e-08
F0,S126,1.446953506154318e-05,6.103807620024655e-07,2.420243805704707e-08
F0,S127,1.085501300294445e-05,5.839288727859892e-07,2.276387988309174e-08
F0,S128,1.0804355481169896e-05,6.631080921364025e-07,2.3759208649446192e-08
F0,S129,8.83474239025101e-06,5.746657564654794e-07,2.2551974219063725e-08
F0,S130,4.573624779770886,6.991205950254401e-07,3.913651123145661e-08
F0,S131,1.0695531184891518e-05,6.757341556936404e-07,2.3878631182236875e-08
F0,S132,9.248583049018312e-06,6.63708454873183e-07,2.4766151029141527e-08
F0,S133,1.243876552117275e-05,5.690147475243661e-07,2.223549350846595e-08
F0,S134,1.224061136323442e-05,6.294700941626491e-07,2.5185113366701368e-08
F0,S135,1.1527545737346218e-05,6.495420892169003e-07,2.3622988826572915e-08
F0,S136,1.0742944815446017e-05,5.910642845996333e-07,2.2381636980476375e-08
F0,S137,9.224005946344904e-06,6.250005350020478e-07,2.303363158423223e-08
F0,S138,2.44716252282585e-05,1.7273452246076884,5.365173237911124
F0,S139,1.8533121926648367e-05,6.309984647449548e-07,2.5967642767729242e-08
F0,S140,1.9321672313961634e-05,7.835411478864271e-07,3.8300585526701276e-08
F0,S141,1.6308221893682103e-05,5.626080486895062e-07,2.2141784045782946e-08
F0,S142,1.3246219559445696e-05,6.884809407888688e-07,2.3620901642592597e-08
F0,S143,9.421380834180662e-06,5.975729710730431e-07,2.2683650525593848e-08
F0,S144,1.7434305403157102e-05,5.829905821601974e-07,2.1952760150026202e-08
F0,S145,1.4239489826169318e-05,5.88888959435994e-07,2.316743194493879e-08
F0,S146,8.817307609563874e-06,5.968827117614606e-07,2.349722268396214e-08
F0,S147,9.458458378631326e-06,8.091556799665029e-07,2.459182522749947e-08
F0,S148,1.3601579273712206e-05,6.524582364111418e-07,2.396193142353773e-08
F0,S149,1.0343516115209848e-05,6.154648643994779e-07,2.4119251219532454e-08
F0,S150,1.885051685301282e-05,6.278758230132411e-07,2.3102092363454033e-08
F0,S151,1.0454326605192427e-05,5.748265329797432e-07,2.2579578635428585e-08
F0,S152,1.4841115153086955e-05,6.33244613664137e-07,2.5397736749338912e-08
F0,S153,1.0999296024244582e-05,6.520654824562277e-07,2.324490335656011e-08
F0,S154,8.547185063006013e-06,7.837923579241568e-07,2.4792135433806688e-08
F0,S155,1.0485302837516298e-05,5.892563378711382e-07,2.2568237452347487e-08
F0,S156,1.4687764273976607e-05,6.188462207469841e-07,2.3076089921847072e-08
F0,S157,1.3645856597723508e-05,6.074878199781827e-07,2.3088210507475027e-08
F0,S158,4.971027033993527,9.348870239046079e-07,1.2365480863563933e-07
F0,S159,2.5915327848527984e-05,6.598630198147265e-07,4.347034900616938e-08
F0,S160,1.531309223604261e-05,5.724843896479085e-07,2.1935861373973137e-08
F0,S161,8.850331930594574e-06,5.827525349754645e-07,2.264029383215971e-08
F0,S162,3.0299274097357068e-05,8.757312183176023e-07,1.000027000093641e-07
F0,S163,2.4389110189137308e-05,2.2701721742069805,5.1984026337796e-08
F0,S164,2.2488215050894273e-05,5.943983831844818e-07,2.6311855341452333e-08
F0,S165,1.8752120612034614e-05,5.95201225420959e-07,2.4185277380471057e-08
F0,S166,1.1154472393079232e-05,5.720054326120098e-07,2.225028710845294e-08
F0,S167,1.982678183281501e-05,6.556698502343515e-07,2.958636573449419e-08
F0,S168,1.47485508690697e-05,5.681483528839208e-07,2.205768470944727e-08
F0,S169,1.1231780445467927e-05,5.979110152094561e-07,2.3119920069001162e-08
F0,S170,9.46621281826948e-06,5.721589811497089e-07,2.2518101280660005e-08
F0,S171,1.5906051467130704e-05,6.013853946486358e-07,2.3883258138458132e-08
F0,S172,1.3187819399938844e-05,6.428301908383314e-07,2.329957838389133e-08
F0,S173,2.291027716232487,2.0546443407924375e-06,5.051695206205666
F0,S174,8.615158334209213e-06,1.4427271598167203e-06,3.208578635908287e-08
F0,S175,2.5699602025232602e-05,8.101832161764637e-07,4.286032706385381e-08
F0,S176,1.5945375674978854e-05,5.66975165783365e-07,2.2161274022320364e-08
F0,S177,9.569456566988312e-06,6.924009985228486e-07,2.3255197660298293e-08
F0,S178,1.2202860472329737e-05,7.764899778682224e-07,2.6217664333257836e-08
F0,S179,2.3820379563343923e-05,7.404124046321257e-07,2.56166587497777e-08
F0,S180,2.2584483735963252e-05,8.3460089253535e-07,9.110856833171939e-08
F0,S181,1.0344865784794985e-05,6.121068898807124e-07,2.2695415572319667e-08
F0,S182,1.636360546464868e-05,5.951063200000403e-07,2.206258697822823e-08
F0,S183,1.1918941990330802e-05,5.866162846106343e-07,2.2267141133107703e-08
F0,S184,2.094401781556706e-05,9.773837869369692e-07,2.667989197764127e-08
F0,S185,1.2758743309060514e-05,6.113435068369264e-07,2.2492183569908866e-08
F0,S186,1.7415552681725586e-05,5.81341028595568e-07,2.2191867153600367e-08
F0,S187,9.280197916448566e-06,5.912973366168372e-07,2.260470577692655e-08
F0,S188,4.604674713714058,6.300989612024536e-07,4.125391431841135e-08
F0,S189,2.2607145211105393e-05,7.071633057293576e-07,2.6054117021185287e-08
F0,S190,9.119030522109583e-06,6.274116724587618e-07,2.29939904908416e-08
F0,S191,1.4775629627366261e-05,6.07002992020307e-07,2.3979206266739058e-08
F0,S192,8.550907280350212e-06,1.1940085206636138e-06,2.8891463685208734e-08
F0,S193,1.590519956625774e-05,5.686558857334998e-07,2.1807929213097558e-08
F0,S194,2.4322075209554058e-05,6.378341298892566e-07,2.5027519255863206e-08
F0,S195,9.102843406410328e-06,9.541468477466165e-07,2.830316740658542e-08
F0,S196,1.1061055060511033e-05,6.427956963134621e-07,2.2620042847178743e-08
F0,S197,2.5201322372031537e-05,6.736200882441953e-07,2.558102166655111e-08
F0,S198,2.386663767599422e-05,8.903568637222088e-07,2.9833585882042014e-08
F0,S199,9.354115942785733e-06,6.115344589267725e-07,2.3592162924266952e-08
F0,S200,1.2139193729983473e-05,5.884709049323473e-07,2.2537795559017877e-08
F0,S201,8.53674663422847e-06,6.988268027876412e-07,2.347580444190422e-08
F0,S202,2.4250906466802786e-05,6.457234267606682e-07,2.6174625395077942e-08
F0,S203,2.5171605815288194e-05,5.498662655348507e-07,2.15102869163366e-08
F0,S204,9.875295183210558e-06,6.450684625689084e-07,2.3252460590140715e-08
F0,S205,1.8662492645468824e-05,6.262695322311238e-07,2.3016836501503245e-08
F0,S206,1.8909063291019132e-05,6.62464819698608e-07,2.8021936365283703e-08
F0,S207,1.0003147697224846e-05,5.726554279996802e-07,2.271746240595946e-08
F0,S208,2.0591599256009808e-05,6.765617449373682e-07,2.4288472878692273e-08
F0,S209,1.868242251145787e-05,7.117156487281969e-07,2.7719085385200213e-08
F0,S210,8.797989130186642e-06,5.914884140933864e-07,2.238696908863277e-08
F0,S211,8.643168048589933e-06,6.263993982632234e-07,2.3720980849494522e-08
F0,S212,1.632414890755267e-05,6.192052537021196e-07,2.3258676854673088e-08
F0,S213,1.5798389155629793e-05,6.587363770019039e-07,2.3782634510045218e-08
F0,S214,1.2831762067594155e-05,5.846329450598007e-07,2.2760597185272015e-08
F0,S215,1.6671183055136123e-05,6.628940634352573e-07,2.4555114235407986e-08
F0,S216,0.00010701488703429526,8.507430530407906e-07,1.8623036386333795e-07
F0,S217,1.8466432338048624e-05,5.691151093126162e-07,2.2011382373102476e-08
F0,S218,9.115640529156772e-06,6.088720818076444e-07,2.3239911480971674e-08
F0,S219,9.915724923241302e-06,5.716931441859364e-07,2.2137032641629832e-08
F0,S220,1.8079345540164655e-05,1.0038822916693107e-06,2.6276891093367746e-08
F0,S221,1.1215590914822079e-05,6.039040392457164e-07,2.2885463032744297e-08
F0,S222,2.5493091368467376e-05,8.082733152020296e-07,3.564919833706843e-08
F0,S223,1.610099855171642e-05,6.25213165507198e-07,2.224518215260516e-08
F0,S224,1.330578807444235e-05,5.827450784135436e-07,2.235216406839139e-08
F0,S225,1.0016674972871288e-05,5.913077454264853e-07,2.2379705715830126e-08
F0,S226,1.7714611209880997e-05,6.470211384141157e-07,2.4589138266762763e-08
F0,S227,9.14588060617229e-06,6.149836807819657e-07,2.271186446211492e-08
F0,S228,2.2712614304601916e-05,6.37627579801684e-07,2.8251745180245337e-08
F0,S229,1.4783397483050801e-05,5.861167011465543e-07,2.2264730850992576e-08
F0,S230,1.8574200945366763e-05,5.554884174488039e-07,2.174838133069625e-08
F0,S231,11.942227749363115,14.494575694996753,9.49154957678035
F0,S232,8.883508832195718e-06,6.118765112510189e-07,2.2822082648266264e-08
F0,S233,1.1154492044835513e-05,5.782099875909957e-07,2.1932102135142744e-08
F0,S234,2.531318781591039e-05,7.774382549966454e-07,2.9486954699454033e-08
F0,S235,1.1345971308629295e-05,6.721365066958729e-07,2.4106554354474986e-08
F0,S236,1.7422810702226996e-05,6.817634509332029e-07,3.8898470354435854e-08
F0,S237,2.1119625838586496e-05,8.877629612943499e-07,2.574183267392095e-08
F0,S238,8.979790278673382e-06,5.881253327800913e-07,2.2510419995759517e-08
F0,S239,1.7839772005404573e-05,5.834811177123264e-07,2.2117279513313432e-08
F0,S240,1.6533373195634693e-05,6.75278300618488e-07,2.513002190188609e-08
F0,S241,2.632953131320468e-05,6.19612471876133e-07,2.431304804154705e-08
F0,S242,1.550519749910587e-05,6.021843680292549e-07,2.2162178605027462e-08
F0,S243,8.537077222682909e-06,5.890713638615717e-07,2.2924741209273315e-08
F0,S244,1.6726806062232978e-05,5.68825094583308e-07,2.201222905192521e-08
F0,S245,1.0068764932394448e-05,6.176936474024683e-07,2.2876301245744334e-08
F0,S246,2.3539733455332442e-05,6.763504846640091e-07,5.0135468284000634e-08
F0,S247,1.196181219720813e-05,5.859347466522055e-07,2.2289850426065134e-08
F0,S248,1.2897102120262393e-05,6.138414268544867e-07,2.3344443049756895e-08
F0,S249,1.523646385747784e-05,5.834779198399082e-07,2.2376707595310027e-08
F0,S250,1.2596475360650292e-05,6.553213624227812e-07,2.5723833497241238e-08
F0,S251,1.9340415503940093e-05,7.621913945477352e-07,3.4295814225345345e-08
F0,S252,9.656199015505185e-06,5.724312444596947e-07,2.2157127263881662e-08
F0,S253,2.3794356821162444e-05,8.17558267807336e-07,3.49630310081008e-08
F0,S254,1.0694925020412818e-05,6.146937953277241e-07,2.2728190737802898e-08
F0,S255,2.789369428737129e-05,5.476801060832654e-07,2.141513811297658e-08
F0,S256,1.7874086241962643e-05,8.3250827235972e-07,2.6293469514316096e-08
F0,S257,2.3834615052288003e-05,6.124566059508872e-07,2.53414577405217e-08
F0,S258,9.518956848133256e-06,6.762602685091661e-07,2.332168911002959e-08
F0,S259,1.1867962591431778e-05,5.703611643572515e-07,2.1927577277991118e-08
F0,S260,1.4646744770227683e-05,5.686445526973289e-07,2.21250552324724e-08
F0,S261,2.3394272873103392e-05,6.717077319077234e-07,2.8320024486034516e-08
F0,S262,2.5983446408715615e-05,4.048148977502808e-06,4.445206338432311e-08
F0,S263,1.8073828148520037e-05,6.369487680090458e-07,2.596394009774392e-08
F0,S264,1.9447386993315854e-05,6.335926629999658e-07,2.392122828182487e-08
F0,S265,2.3087395113637837e-05,9.18831933886187e-07,2.7531625829122893e-08
F0,S266,2.4963304497311278e-05,6.607768570417367e-07,2.5723010642439264e-08
F0,S267,9.371845774809586e-06,5.856743004955649e-07,2.3426889554651116e-08
F0,S268,1.514640685991573e-05,5.756627784978033e-07,2.2778197373973663e-08
F0,S269,8.54218684464062e-06,6.22230189166347e-07,2.3560397532174748e-08
F0,S270,9.067720156689929e-06,5.923263940434707e-07,2.2960569578336704e-08
F0,S271,9.82674710011635e-06,5.926034678470452e-07,2.3592141051589944e-08
F0,S272,1.030205326393224e-05,6.033411812024798e-07,2.3099005092232374e-08
F0,S273,1.561443332212045e-05,6.251480561827149e-07,2.4529703369729474e-08
F0,S274,1.2227907777748958e-05,5.981109175570676e-07,2.2335008716934844e-08
F0,S275,8.950773032480526e-06,5.82998424546346e-07,2.2844916766495215e-08
F0,S276,9.307383814350112e-06,5.875813929399609e-07,2.2428535030477747e-08
F0,S277,2.2302612589841854e-05,6.743252905532627e-07,2.912340385854959e-08
F0,S278,9.614121511762286e-06,7.217186431069271e-07,2.480499969339404e-08
F0,S279,9.078574620094903e-06,6.098412774494141e-07,2.351654532206389e-08
F0,S280,1.5683030489032433e-05,5.781697706054337e-07,2.2330895155398077e-08
F0,S281,1.0101688389285115e-05,5.85557385328661e-07,2.1963519106147727e-08
F0,S282,2.03951557403934e-05,6.526965034084763e-07,2.4384969952544926e-08
F0,S283,8.560416029511347e-06,5.976347572938263e-07,2.2526831375412655e-08
F0,S284,8.677730227719362e-06,5.935259377955277e-07,2.2672368356673015e-08
F0,S285,1.3491609680985476e-05,6.217557759790164e-07,2.3890422874534462e-08
F0,S286,2.3259662448724492e-05,5.48661937328165,3.855929541771817e-08
F0,S287,2.1045744865974496e-05,6.020841398759543e-07,2.2073476842708237e-08
F0,S288,1.533144106412218e-05,7.100231178541175e-07,2.714955703402061e-08
F0,S289,1.876729694946061e-05,5.980031103656164e-07,2.3518108088393345e-08
F0,S290,1.430490879151669e-05,6.012102772134196e-07,2.2623531377182535e-08
F0,S291,1.1025459449358506e-05,5.901489672611748e-07,2.2608610041215567e-08
F0,S292,1.3686766849332892e-05,5.887255011842867e-07,2.237630801064346e-08
F0,S293,1.674074557688828e-05,3.968277717219168e-06,5.6737224599165384e-08
F0,S294,1.2846115304490045e-05,6.909369888361432e-07,2.368063745696201e-08
F0,S295,1.3743900213792346e-05,5.816013792511521e-07,2.233112674359542e-08
F0,S296,1.0018493915181332e-05,8.124932852476985e-07,2.651094708548756e-08
F0,S297,1.1362129940372644e-05,6.500927335478202e-07,2.4617081983598158e-08
F0,S298,1.5238510956728524e-05,5.73322424698265e-07,2.195878965344428e-08
F0,S299,9.750194914288697e-06,6.001611654172708e-07,2.293999199055786e-08
F0,S300,1.4349760375932763e-05,7.368239012080589e-07,2.6794805919685713e-08
F0,S301,1.1496983146927431e-05,5.709253150939925e-07,2.229105611074796e-08
F0,S302,1.0431885630187114e-05,6.295779692999525e-07,2.286090157965152e-08
F0,S303,1.883163741361805e-05,6.076381852734125e-07,2.4949036870906742e-08
F0,S304,9.944973166030884e-06,6.021880798004434e-07,2.2764418046065257e-08
F0,S305,9.347315640664278e-06,5.685016823986216e-07,2.243291346551992e-08
F0,S306,9.763337744513444e-06,5.757778279232663e-07,2.2314300774706928e-08
F0,S307,2.2774550361972544e-05,6.102696917814199e-07,2.7977446425830193e-08
F0,S308,1.4752252588467063e-05,6.094268203141821e-07,2.2684971880454497e-08
F0,S309,1.2094941305771397e-05,5.761617079560387e-07,2.2132467943468283e-08
F0,S310,1.852480727035912e-05,7.770440580671374e-07,2.6701213857551294e-08
F0,S311,9.15583985607356e-06,6.044757560818605e-07,2.2966270958762064e-08
F0,S312,1.0580063335591504e-05,6.064524774074737e-07,2.3126651173259015e-08
F0,S313,1.1393035973341608e-05,6.278348364173067e-07,2.332065331644801e-08
F0,S314,2.4576146051017217e-05,2.770784394491628e-06,1.5725018908452497
F0,S315,1.049533019049376e-05,5.947189084040791e-07,2.25099287689814e-08
F0,S316,9.530113123947308e-06,5.924000380928608e-07,2.275951893795348e-08
F0,S317,8.635523356647573e-06,6.124957780115945e-07,2.353435158114701e-08
F0,S318,1.0575074359685543e-05,5.849319907055752e-07,2.242789335558952e-08
F0,S319,2.213030321253498e-05,7.119942304539477e-07,3.008567043706102e-08
F0,S320,9.750007049480064e-06,6.001136512569958e-07,2.2728351329873576e-08
F0,S321,1.3864661308714567e-05,7.824068039864853e-07,2.5165923552263745e-08
F0,S322,1.5264735860629617e-05,6.076734827206616e-07,2.4177342981523937e-08
F0,S323,1.583941052572592e-05,6.985585863271642e-07,2.5207800611237582e-08
F0,S324,1.353786787113009e-05,6.412261396356295e-07,2.472178759626737e-08
F0,S325,1.1490796665476003e-05,5.906173854687911e-07,2.2487206060819478e-08
F0,S326,2.3003074440722734e-05,7.646920153994516e-07,2.833666226408128e-08
F0,S327,1.1299541791388256e-05,6.060468985181887e-07,2.3849127271087288e-08
F0,S328,1.5614739076816267e-05,5.663928976307211e-07,2.219037594528751e-08
F0,S329,8.49873305697401e-06,6.331641440931034e-07,2.2954224379826984e-08
F0,S330,2.1043576815280034e-05,1.1575420958613928e-06,4.4031548379868815
F0,S331,9.633929654890505e-06,6.669960620433339e-07,2.402260098563244e-08
F0,S332,2.0519658556454698e-05,6.124149314377205e-07,2.5864701986054342e-08
F0,S333,9.14871406753508e-06,8.531727543369332e-07,2.933307275903975e-08
F0,S334,1.1632551974243615e-05,7.18767305180713e-07,2.466090217037863e-08
F0,S335,1.4938584468717629e-05,4.376834570039862,7.763584893330696e-07
F0,S336,9.080135961322089e-06,6.490613387699226e-07,2.3019505740767246e-08
F0,S337,9.1415188567555e-06,7.400026335381843e-07,2.438390528805871e-08
F0,S338,1.322684521508954e-05,5.919361353390946e-07,2.201190541948573e-08
F0,S339,1.570265808024096e-05,5.691822787117412e-07,2.1996506161609376e-08
F0,S340,1.6785252880399142e-05,6.855465979388699e-07,2.3727716469506026e-08
F0,S341,1.2126309692240386e-05,6.367741430799885e-07,2.327406317123457e-08
F0,S342,1.1349063676208162e-05,5.797233522006121e-07,2.277001340236678e-08
F0,S343,1.0706343433707124e-05,6.067851669426428e-07,2.317989485443658e-08
F0,S344,1.3858807995652202e-05,7.235667029052374e-07,2.8372508358112243e-08
F0,S345,1.2675728959837962e-05,5.885111121436636e-07,2.2369478521866068e-08
F0,S346,9.75439646138711e-06,5.840140368297479e-07,2.2305208194140044e-08
F0,S347,7.788527157995748,1.559378543541242e-06,7.924203071122689e-07
F0,S348,1.0001291789893186e-05,6.960897504455556e-07,2.346643171186323e-08
