,,W0,W1,W2,W3,W4,W5
F0,S20,4.324006609187456e-08,1.0292244193411737e-07,2.1798253479260395e-09,1.545586796837335e-07,4.841659129274468e-09,7.29190311336955e-09
F0,S21,4.879249998788787e-08,1.047014072510934e-07,1.4430348532539286e-09,1.9086206018851982e-07,4.2050573854958e-09,6.908135115501691e-09
F0,S22,4.219868606274526e-08,1.025535890213568e-07,1.5112163973984268e-09,1.7159874895230026e-07,4.7379040227916656e-09,7.414126370425951e-09
F0,S23,4.1112061607059984e-08,1.7530427894314688e-07,1.5336854703983884e-09,1.4568409172403144e-07,6.259208885231883e-09,8.429778589161261e-09
F0,S24,1.32577474935924e-07,1.0824620974610841e-07,1.834657548542979e-08,1.3934515434547857e-07,5.053882862548037e-09,7.328910878109906e-09
F0,S25,4.426838159143178e-08,1.0819276518580179e-07,2.61523954301849e-09,1.5116954037826074e-07,6.0774716446691785e-09,7.484175335621225e-09
F0,S26,3.8078082613643234e-08,1.0786425311812877e-07,1.5510561322995116e-09,1.5059935009226167e-07,8.49317435797155e-09,8.063739742697315e-09
F0,S27,4.607320623250272e-08,1.1221059161566578e-07,1.4764242847271207e-09,1.9303287395186762e-07,3.434755522488106e-09,6.545680973392376e-09
F0,S28,3.653290202194152e-08,1.0617845511451009e-07,1.5619187782016406e-09,1.5756133874479096e-07,5.128783112607221e-09,7.420794748879221e-09
F0,S29,3.731581270949634e-08,1.0807155252223127e-07,1.5937030455049888e-09,1.4193573135047506e-07,6.121009127574989e-09,7.664981102531985e-09
F0,S30,3.6873200782681015e-08,1.1711715799038188e-07,1.6144789248539133e-09,1.7160110724218064e-07,3.745408288046076e-09,6.775607527637233e-09
F0,S31,4.5062432748390166e-08,1.0717565867877898e-07,1.4873666506804898e-09,1.4163132884857794e-07,4.768086049048888e-09,7.929318415142117e-09
F0,S32,4.012883715781812e-08,1.1806097646438315e-07,1.5138578156275686e-09,1.736764546847821e-07,3.984544091971235e-09,6.84009274362606e-09
F0,S33,3.658100818050584e-08,1.1544662050024221e-07,1.5710602115572056e-09,1.6852190045245195e-07,4.544366278279902e-09,7.2902613759984554e-09
F0,S34,4.342509339961237e-08,1.0844252753462751e-07,1.4862936080899235e-09,1.6330274939148786e-07,4.4353143578074565e-09,7.1367235490846635e-09
F0,S35,4.610064999466457e-08,1.1542006686810914e-07,1.4609649657212953e-09,1.9828162665433218e-07,3.907847096428749e-09,6.518111976079437e-09
F0,S36,4.1004616701392473e-08,1.0777664381962607e-07,1.509555530551794e-09,1.7229601364614888e-07,4.412858880590653e-09,7.177546764874565e-09
F0,S37,3.795202030420081e-08,1.0799198794276669e-07,1.6749768127624505e-09,2.1996643657025648e-07,5.00038968843988e-09,7.788915971339768e-09
F0,S38,4.1345278349426336e-08,1.064151794965908e-07,1.5328216590914416e-09,1.4697654347833546e-07,9.218109901223556e-09,8.186776476328308e-09
F0,S39,4.4799558199795374e-08,1.147109236056572e-07,1.4871266082551845e-09,1.59836336303943e-07,3.653380362236199e-09,6.883601780234137e-09
F0,S40,4.597646647723104e-08,1.1439168496700001e-07,1.462467256050223e-09,1.8079696565128885e-07,4.064390608434824e-09,6.753165107691048e-09
F0,S41,1.5991704694547075e-07,1.0851986106983519e-07,9.584647228073768e-09,1.6248950115101098e-07,6.7797077997002096e-09,8.198465748370969e-09
F0,S42,4.1566866434809634e-08,1.0756525772419818e-07,1.9791604567368147e-09,1.3201823511697654e-07,1.023929999897756e-08,8.678954498113623e-09
F0,S43,3.747388308957997e-08,1.0208225104919051e-07,1.6091875404250888e-09,1.8210413855979298e-07,4.065286732489933e-09,6.725211769375307e-09
F0,S44,5.3329258381454105e-08,1.1934759712743008e-07,3.461247909721431e-09,1.4089099120156312e-07,7.034964447126144e-09,8.114980205595934e-09
F0,S45,5.767688107048841e-08,1.0731515916390148e-07,3.6771303138667137e-09,1.461327414795422e-07,5.531902360658077e-09,8.117169840406109e-09
F0,S46,3.8795487427134195e-08,1.2880629840486054e-07,1.962527506647356e-09,1.5239106079869877e-07,5.8746490030795614e-09,7.657403578962625e-09
F0,S47,4.4063500898060915e-08,1.0472965541610812e-07,1.4854286134938865e-09,1.7790059719602637e-07,4.7636850418552895e-09,7.197903197318653e-09
F0,S48,4.266398556842244e-08,1.1532830220249932e-07,1.5108725654914945e-09,1.7335862077216776e-07,5.9409928257000205e-09,7.199740803211734e-09
F0,S49,7.471796864632932e-08,1.1655814870291063e-07,5.452082051720807e-09,1.911588459728036e-07,7.378146250923771e-09,8.305794539635228e-09
F0,S50,4.3952912900569084e-08,1.2011668040172093e-07,1.487212365340303e-09,1.87969384132019e-07,3.9923754683245156e-09,6.713034556223707e-09
F0,S51,3.9925214074362105e-08,1.0736006281252083e-07,1.5330001479373925e-09,1.6357112235638733e-07,5.469170130128206e-09,7.367234645199576e-09
F0,S52,4.4409716527702685e-08,1.0663749079822745e-07,2.682534059190216e-09,2.1589008449423324e-07,1.4092754277989632e-08,1.403871807864305e-08
F0,S53,4.6719959088888565e-08,1.226311438241008e-07,1.4647131910036862e-09,1.974687349560949e-07,3.613094122638505e-09,6.570507714113568e-09
F0,S54,3.917759035402552e-08,1.0793408990781083e-07,1.53600316150014e-09,1.6195695600295368e-07,4.6559166030518774e-09,7.013313113049152e-09
F0,S55,3.68699489146717e-08,1.0811924934654944e-07,1.609639921598191e-09,1.5366039241890476e-07,5.174260901925854e-09,7.387552804905156e-09
F0,S56,4.45822194588641e-08,1.0564270648717148e-07,1.510188488576504e-09,1.6355633256165698e-07,4.1398647943784815e-09,7.064364193966497e-09
F0,S57,3.9521161637449834e-08,1.0910760976471042e-07,1.8201712019524991e-09,1.7286859879260638e-07,4.160208745458203e-09,6.904647543246834e-09
F0,S58,4.207602623687523e-08,1.085714473262047e-07,1.5345034165787785e-09,1.7462496248134414e-07,4.835212264503183e-09,7.090435609289038e-09
F0,S59,4.257554035411576e-08,1.0363445841952207e-07,1.511458155933718e-09,1.8443599867180106e-07,5.7389287263787845e-09,7.181636218950294e-09
F0,S60,4.2552725333941474e-08,1.0371165950088905e-07,1.491078048115933e-09,1.7171824114952294e-07,5.0350744637953334e-09,7.470931673147498e-09
F0,S61,1.7483459530788195e-07,1.0855797429698617e-07,2.2926418264072795e-08,1.3887160362140708e-07,6.5514069443146115e-09,7.994753181863968e-09
F0,S62,4.2657916167293636e-08,1.018865914000006e-07,1.5087735073661782e-09,1.6770341231265753e-07,5.000434017534487e-09,7.311944513716802e-09
F0,S63,4.3723308723187446e-08,1.0419923314035512e-07,1.4986661519498167e-09,1.7118621586236252e-07,4.356516790867234e-09,6.955399698809449e-09
F0,S64,3.994913847361985e-08,1.0716367948322273e-07,1.8194802807301025e-09,1.720893452138303e-07,4.4274033400330395e-09,7.005831149076669e-09
F0,S65,3.685786867110926e-08,1.0846152339911802e-07,1.5497719770771358e-09,1.5127973746314895e-07,5.9085514282893605e-09,7.263118679212397e-09
F0,S66,4.1935535269911006e-08,1.1567115438943475e-07,1.5249394824792326e-09,1.8960927449602747e-07,6.645216525301014e-09,7.048742496822218e-09
F0,S67,3.9890258827705844e-08,1.0808391173940174e-07,1.5422990151239307e-09,1.466917396003794e-07,6.044999688487078e-09,7.95548936210876e-09
F0,S68,3.7488311336108326e-08,1.0233517978729596e-07,1.6385048678595844e-09,1.5123904160792392e-07,4.70973454470036e-09,7.610288851109448e-09
F0,S69,3.9322135275629186e-08,1.0296635963262934e-07,1.5379269675951922e-09,1.6526153239843404e-07,5.259605253973069e-09,7.27537459447967e-09
F0,S70,3.8844012563089687e-08,1.0358137509834046e-07,1.7416697069079745e-09,1.4523121130607296e-07,4.962637200776809e-09,7.245368927143655e-09
F0,S71,4.157195097631424e-08,1.0628869388921349e-07,1.5081134133302984e-09,1.889293132441156e-07,4.058841766648996e-09,6.722329986121988e-09
F0,S72,5.0459385196927255e-08,1.0831149114946823e-07,3.767942394465477e-09,1.3186081840914846e-07,1.3748676715178049e-08,1.0278343491223152e-08
F0,S73,3.8116429539192636e-08,1.0318387035968207e-07,1.5855717839491811e-09,1.7118651156244519e-07,4.0400433877556795e-09,6.855113683383415e-09
F0,S74,4.2318261884928006e-08,1.3915764192999625e-07,1.5143394901507145e-09,1.5158765960860823e-07,5.790269893608319e-09,7.732637353103304e-09
F0,S75,3.873259426031625e-08,1.0249834107784764e-07,1.589986423699882e-09,1.505203159868874e-07,4.158084439425976e-09,7.319834465407694e-09
F0,S76,4.6819130105340444e-08,1.021956177770128e-07,1.4555325527739562e-09,1.8677042363222338e-07,3.4539104714471756e-09,6.580872596346672e-09
F0,S77,4.047178585477537e-08,1.0165678391999196e-07,1.738945760486468e-09,1.530732172133585e-07,4.896161916045651e-09,7.2746330092979934e-09
F0,S78,3.666106887075433e-08,1.0779477301933145e-07,1.5726285897483155e-09,1.5337657075634413e-07,1.2301832957745918e-08,1.575659104539115e-08
F0,S79,3.8885476551976915e-08,1.7576902436992647e-07,1.6875999091589662e-09,1.4835548484676194e-07,5.907596397809016e-09,7.527624064376027e-09
F0,S80,3.9358031369974867e-08,1.0589624259056829e-07,1.668635008322408e-09,1.514658207608811e-07,4.825725061127888e-09,7.61774497696059e-09
F0,S81,4.2060953422881666e-08,1.0128850841546814e-07,1.5204373219406026e-09,1.722247771931341e-07,3.547782797471022e-09,6.666489687462842e-09
F0,S82,6.86770240589651e-07,1.2938175241774282e-07,1.3422619861339563e-08,3.340877952120012e-07,9.691865562990166e-09,1.2369706084635029e-08
F0,S83,4.4008978670613024e-08,1.0282894054394986e-07,2.7033957535974944e-09,1.640973635577743e-07,7.4141636186481494e-09,1.2462920799006667e-08
F0,S84,5.1773038656818016e-08,1.3051676679954598e-07,1.4160864704493144e-09,2.0087046050438387e-07,3.070634157292879e-09,6.397763522430657e-09
F0,S85,4.314260592891455e-08,1.1718230411987974e-07,1.5003574603637525e-09,1.8303107750082086e-07,3.1970322035320004e-09,6.6740021327788604e-09
F0,S86,3.8060386878778215e-08,1.1143624937520745e-07,1.6522422814189147e-09,1.508353897795048e-07,4.216661736467024e-09,6.88826080103866e-09
F0,S87,4.1981143635025504e-08,1.0470293986863664e-07,1.5023531565395475e-09,1.4698125716644694e-07,6.848186908205841e-09,7.844676597264227e-09
F0,S88,3.776113483215578e-08,1.06404059200362e-07,1.6549117586047068e-09,1.4389229694954907e-07,7.247364337007151e-09,8.559160159209858e-09
F0,S89,4.1279648573204933e-08,1.0573631945201289e-07,1.70331794350033e-09,1.4856991321784188e-07,4.524326014685272e-09,7.076217939964846e-09
F0,S90,4.538514346803888e-08,1.1607041232320974e-07,1.4675783791373716e-09,1.7279450745613475e-07,4.303882035697361e-09,7.1638518950332e-09
F0,S91,4.019420283218944e-08,1.1448277791097677e-07,1.5195608440278405e-09,1.812294035571484e-07,5.05338580429493e-09,6.9717114133737355e-09
F0,S92,3.7011973231584594e-08,1.1245794516528857e-07,1.588034589319944e-09,1.5553111291019495e-07,5.541724644788296e-09,7.522564789542587e-09
F0,S93,4.0964845397273504e-08,1.0814743689281225e-07,1.743387487352417e-09,1.5673508745182432e-07,6.0967166197286825e-09,8.01938669657885e-09
F0,S94,1.3215860137265569e-07,3.737475353084803e-07,8.650269744687554e-09,2.0650941803298933e-07,7.3964561042267816e-09,8.736915796351714e-09
F0,S95,0.4694611644674059,0.521414761274919,2.7985632715606887e-08,3.596107591047805e-06,0.2466365120492205,1.639458718671284
F0,S96,4.3923136137825065e-08,1.0779952439631276e-07,3.325198706299449e-09,1.4197216939350988e-07,5.458870854174163e-09,7.606919788557519e-09
F0,S97,3.7044068418940046e-08,1.0383230963034883e-07,1.5844730198994345e-09,1.5867169600931844e-07,4.2170932538831065e-09,7.089507894009678e-09
F0,S98,1.6298428047866828e-07,1.0723926525111264e-07,1.7301249186429507e-08,2.1652104705597397e-07,7.670041799933882e-09,9.220646669540206e-09
F0,S99,4.2499832613820533e-08,1.0630601068856383e-07,1.4822726944460955e-09,1.5769339417000333e-07,4.323405809592727e-09,7.41434087501348e-09
F0,S100,4.492059099080439e-08,1.1862052345389545e-07,1.4795572075951713e-09,1.8908486967505244e-07,3.829034343081242e-09,6.722246620904369e-09
F0,S101,4.9703828624572315e-08,1.2078067000213928e-07,1.4368048730384515e-09,1.9130551098809644e-07,3.778995326885718e-09,6.759620873392408e-09
F0,S102,4.319026959359911e-08,0.23227588308277916,2.4184543167402275e-09,2.14944944321473e-07,1.0378383354793592e-08,1.2768886184176493e-08
F0,S103,3.801989371499762e-08,1.0663129985421146e-07,1.6443528898931184e-09,1.3928628908236494e-07,6.377128634842467e-09,8.208072798016699e-09
F0,S104,3.719291482439256e-08,1.0317834691695608e-07,1.6245184884725473e-09,1.7439929689867195e-07,4.604092553556229e-09,7.2186518722343815e-09
F0,S105,4.9755205917224285e-08,1.1823322693579404e-07,1.4372010679456026e-09,1.9267912352999246e-07,3.774743183282461e-09,6.730458713715953e-09
F0,S106,4.08143618616195e-08,1.1266794697510088e-07,1.5093747709762314e-09,1.892647874150165e-07,6.119088848155733e-09,7.265582242752977e-09
F0,S107,4.74659978738401e-08,1.1697211481896267e-07,1.4654922767726925e-09,1.8557497244059152e-07,3.312774841786956e-09,6.589227795242072e-09
F0,S108,4.449528564381808e-08,1.0902812743765497e-07,1.486509888750714e-09,1.7176622321207976e-07,4.118930409519779e-09,7.089260421306928e-09
F0,S109,4.773469373119618e-08,1.164907346783032e-07,1.4507909620553575e-09,1.7570624717917092e-07,6.611285823948026e-09,7.558296554876579e-09
F0,S110,4.3864346850600616e-08,1.0460733620509168e-07,2.785347396946273e-09,1.7257056263829938e-07,6.7555651459786596e-09,7.3907378521635056e-09
F0,S111,4.257642074044109e-08,1.0350469672669161e-07,1.500664988332976e-09,1.6709945344640382e-07,4.244049828495341e-09,6.929401731122218e-09
F0,S112,4.1683622117900934e-08,1.0475534362162586e-07,1.5069257925961353e-09,1.6266858549445995e-07,4.4534577334712346e-09,7.177101785410382e-09
F0,S113,4.1816070754454375e-08,1.0172655680549056e-07,1.5238098168860099e-09,1.584346306543556e-07,5.6143820840988565e-09,7.566103705258847e-09
F0,S114,4.641497469271536e-08,1.1584401157380836e-07,1.4655008620861775e-09,1.9380643827810856e-07,3.5254393692970024e-09,6.620055709776648e-09
F0,S115,4.4111648548240234e-08,1.0157536828861627e-07,2.8431165369471137e-09,1.5561120689643856e-07,5.285102671687906e-09,7.292601276287925e-09
F0,S116,4.01717729298985e-08,1.1616750695224886e-07,1.5291382987683912e-09,1.6268577371999386e-07,3.807596692587392e-09,6.881229546163579e-09
F0,S117,4.638869653887141e-08,1.0700630172281953e-07,1.4594790201309888e-09,1.6645372507816992e-07,4.086501279897982e-09,7.0935172092567934e-09
F0,S118,4.0787248366992284e-08,1.0485611750134378e-07,1.9702233133938872e-09,1.4268909609757305e-07,5.197362253437644e-09,7.40970864604068e-09
F0,S119,4.2387999861512584e-08,1.1672495130913873e-07,1.486796447867635e-09,1.8441552195898274e-07,3.3119361461021753e-09,6.5986291928265054e-09
F0,S120,4.4147229310306975e-08,2.4697711984285304e-07,3.0615089141613066e-09,2.741135856394225e-07,6.765874049946804e-09,8.518168776116624e-09
F0,S121,3.9788708883753175e-08,1.0831264399380254e-07,1.8770852633102843e-09,1.8296162139951055e-07,5.652716950914649e-09,7.888875812567074e-09
F0,S122,3.858119519317004e-08,1.0431064411337404e-07,1.6539688884246017e-09,1.6061828987968258e-07,4.6738401013463255e-09,7.150815368045804e-09
F0,S123,4.8648303726501887e-08,1.89201575086642e-07,4.1178248104307744e-09,1.3948826762998938e-07,6.9965022680595025e-09,7.891470169763576e-09
F0,S124,4.4323097422343764e-08,1.0857897417843127e-07,2.4787147351319747e-09,1.384815555963149e-07,6.673447133047629e-09,8.285469475371859e-09
F0,S125,3.82118576196697e-08,1.083908957330914e-07,1.64526636879293e-09,1.8107703823387327e-07,4.551754989930106e-09,6.974954825091579e-09
F0,S126,3.690460179900257e-08,1.0816047006468695e-07,1.5901224227398947e-09,1.690591931063453e-07,5.398930369922427e-09,7.561963627441791e-09
F0,S127,3.849618772475765e-08,1.165277800274983e-07,1.5497475094974801e-09,1.6053063255097618e-07,4.861497625795201e-09,7.2358654562450006e-09
F0,S128,3.9145895346263206e-08,1.1009165421237345e-07,1.7207481988042216e-09,1.7743838132301388e-07,4.738892340450444e-09,6.867715079888549e-09
F0,S129,4.142064690985629e-08,1.0751603428270283e-07,1.915057778796234e-09,1.5113375171560473e-07,9.203894189912081e-09,1.1116359180931578e-08
F0,S130,4.2386191650923285e-08,1.0245820131066227e-07,2.1078132601462877e-09,1.6874191846171785e-07,4.9649599868319015e-09,7.437340497882374e-09
F0,S131,4.102240163838831e-08,1.0391170136867878e-07,1.9595901402601707e-09,1.593362011721865e-07,8.826280007403658e-09,7.805567960829622e-09
F0,S132,4.5454865761793605e-08,1.1562280691966956e-07,1.4705015781932686e-09,1.913475006626488e-07,3.913440329112689e-09,6.793961770476092e-09
F0,S133,5.014802888212191e-08,1.0830757303285903e-07,3.913451118232725e-09,1.5898386377783395e-07,6.733350083280086e-09,8.220519575960793e-09
F0,S134,4.730386918947795e-08,1.194896704696157e-07,1.4566462389181054e-09,1.8493121774011274e-07,3.875838552796412e-09,6.753552572492289e-09
F0,S135,3.7229535391988634e-08,1.0849122177382667e-07,1.6331301390162849e-09,1.3909936498957614e-07,5.235847335626321e-09,7.308298338585858e-09
F0,S136,4.4638915417343876e-08,1.0840820724863274e-07,2.3897838901817938e-09,1.927301103867277e-07,7.898985785010012e-09,9.309501432194955e-09
F0,S137,4.733665079726711e-08,1.157140651514622e-07,1.4591582034706327e-09,1.8753505566030703e-07,4.059275676978801e-09,6.641843504749014e-09
F0,S138,3.6434293825146825e-08,1.479842656922829e-06,1.6540295407035921e-09,2.8249848324123943e-07,6.535883692784398e-09,8.57619167317046e-09
F0,S139,3.635581641768605e-08,1.0539874415759645e-07,1.5746258024287378e-09,1.743377123256343e-07,4.018411122487164e-09,6.8250491489147695e-09
F0,S140,4.566746708035847e-08,1.1711739046043339e-07,1.4722286167009209e-09,1.8932901124201328e-07,3.2585776223767644e-09,6.5531356479368265e-09
F0,S141,25.247830243588854,1.407218499364987e-07,18.95930708322712,2.740625028606416e-07,1.0906182004985798e-08,1.1618205974696275e-08
F0,S142,1.1306094255018413e-07,1.0800051037809565e-07,9.141485723809095e-09,1.6622499745956668e-07,9.327653515779949e-09,8.151178537422556e-09
F0,S143,6.109247217682634e-08,1.0633975282181985e-07,4.6036117134228986e-09,1.6308340262275277e-07,5.908582821367471e-09,7.3873810682706315e-09
F0,S144,4.550208679162347e-08,1.1768463022446045e-07,1.4633605677565615e-09,1.9079432258603357e-07,5.397410568422468e-09,6.907921499504784e-09
F0,S145,3.7584596042866464e-08,1.6809895766891148e-07,1.6063112683284736e-09,1.7901553574491704e-07,7.449936636819829e-09,8.587994963606972e-09
F0,S146,3.919519111058596e-08,1.0826326682938226e-07,1.5549907289866074e-09,1.4985470977496285e-07,4.545004335653778e-09,7.236722444181391e-09
F0,S147,4.4345820229098246e-08,1.074692263631309e-07,2.39320761633793e-09,1.556890754281843e-07,1.1110596069040204e-08,8.170404281301832e-09
F0,S148,4.1246430017250404e-08,1.0752503532344744e-07,1.7668313607688136e-09,1.4453106878063538e-07,6.3372363197533915e-09,8.238559630061026e-09
F0,S149,4.4402018251255736e-08,1.0565975581554961e-07,1.4869464594590155e-09,1.5592148684883038e-07,4.9607370177566555e-09,7.072955562362614e-09
F0,S150,3.640922737902444e-08,1.0860620286145923e-07,1.5695160098642828e-09,1.6207750815685154e-07,5.444682728963401e-09,7.493980087454935e-09
F0,S151,3.996405035545086e-08,1.0351817381413091e-07,1.5439077686051242e-09,1.4183399336612658e-07,4.169007195640265e-09,7.290850604273002e-09
F0,S152,4.336085369269671e-08,1.102195594566248e-07,1.4834290286802682e-09,1.753411088451272e-07,3.8403652270168104e-09,6.759739110335398e-09
F0,S153,3.989101249009266e-08,1.0120715567933892e-07,1.778274437902906e-09,1.3626069374192032e-07,5.939463218922256e-09,7.884681799969742e-09
F0,S154,4.019213280855337e-08,1.0953926850846634e-07,1.5463520010960738e-09,1.6766883331812948e-07,4.075504703735291e-09,7.088226457421723e-09
F0,S155,3.688378682746179e-08,1.06787046149665e-07,1.5972539633632836e-09,1.5595367142349855e-07,7.158539812895595e-09,7.53157341730678e-09
F0,S156,4.10698548301044e-08,1.0561280793159489e-07,1.540193002457114e-09,1.5356118529526125e-07,5.547854219817315e-09,7.674531653451087e-09
F0,S157,4.7015729309255433e-08,1.0834081632713675e-07,1.4739318870467146e-09,1.616115474318276e-07,3.769166471014691e-09,7.0061810341514286e-09
F0,S158,3.7715482910399335e-08,1.1893764514195475e-07,1.6050712125704225e-09,1.8340286428715587e-07,3.6525380141439283e-09,6.661220018764826e-09
F0,S159,3.7407509736821016e-08,1.0212790590647224e-07,1.5881138257932395e-09,1.450286169564731e-07,5.414536472565847e-09,7.663221613819278e-09
F0,S160,3.9169861521645265e-08,3.141472828631945e-07,1.6772919117672473e-09,1.41070531166456e-07,7.201396205325744e-09,7.891559197479815e-09
F0,S161,4.4158569904216304e-08,1.0739943971158104e-07,2.566073917999463e-09,1.5666153027392097e-07,4.960273477817901e-09,7.230740716687659e-09
F0,S162,6.693578600240438e-08,3.0391148974777607e-07,4.180511342988555e-09,2.838924689667909e-07,9.587973865187781e-09,1.5927123401070134e-08
F0,S163,3.815594617854439e-08,1.0408681506876248e-07,1.6274136140755884e-09,1.4535394214507654e-07,5.332589615633244e-09,7.700783175869842e-09
F0,S164,3.966180689320115e-08,1.0846137444946864e-07,1.6374661754901502e-09,1.6308149322907516e-07,7.130286941843842e-09,7.745120666639051e-09
F0,S165,3.912574764656966e-08,1.0593661389705905e-07,1.5307239661574271e-09,1.6185244638477752e-07,5.151451680693069e-09,7.617373708137367e-09
F0,S166,4.812198013857879e-08,1.2019052748477358e-07,1.4420888356637324e-09,1.9156354436088015e-07,4.566733870029233e-09,6.859934798530212e-09
F0,S167,3.7970886850138415e-08,6.9185680501598555e-06,1.817507359510107e-09,1.5214417823496726e-07,6.44964996015945e-09,7.842983163884547e-09
F0,S168,3.733522085875999e-08,1.0591431011592963e-07,1.6077324714391595e-09,1.7718987466562494e-07,8.740300323500304e-09,1.20534665390168e-08
F0,S169,3.76708232059003e-08,1.0998779571751382e-07,1.6001936080895445e-09,1.5022296340562524e-07,4.601212540876741e-09,7.296727268268779e-09
F0,S170,4.4078622676123575e-08,1.0539569682188344e-07,2.725523128401772e-09,1.380393546366799e-07,6.763820064014253e-09,8.01734451526375e-09
F0,S171,5.474578666990473e-08,1.0831472105601498e-07,3.874312563691647e-09,1.3350733338707854e-07,7.1646958692380784e-09,8.44137639456711e-09
F0,S172,3.798389006179839e-08,1.0840992818198092e-07,1.5679249964811946e-09,1.4936328652426767e-07,6.6627748898735566e-09,7.903475634358901e-09
F0,S173,7.286122180233183e-08,1.3925191461174005e-06,4.935922708497998e-09,3.627012971196695e-05,3.0899420790299703,1.4935787347569418
F0,S174,3.6794630754800616e-08,1.1582940391531678e-07,1.5492875812425464e-09,1.931729832343972e-07,3.6573046032721193e-09,6.729206669881865e-09
F0,S175,3.935577785587368e-08,1.0186361436796916e-07,1.7126075028002373e-09,1.5946700199376538e-07,4.683463336264965e-09,7.01574249147385e-09
F0,S176,4.867481656878872e-08,1.0309042979642994e-07,1.4457544828424627e-09,1.870027172009716e-07,3.7898842368333136e-09,6.796902050444504e-09
F0,S177,3.708090549726758e-08,1.0163348890868557e-07,1.5693060778076965e-09,1.4189254974677648e-07,4.650576918713607e-09,7.320254750433712e-09
F0,S178,4.494178316229996e-08,1.0744861234618437e-07,1.4818732982206212e-09,1.8860390707007913e-07,4.270181679261067e-09,6.966494430161672e-09
F0,S179,3.88391984243652e-08,1.0583760886959068e-07,1.977194337287802e-09,1.5266619756551313e-07,7.123821800441453e-09,7.475376150634281e-09
F0,S180,4.869616964831598e-08,1.0825660239369226e-07,1.450147357132888e-09,1.7736818023277336e-07,4.1878563545684595e-09,6.858848719886075e-09
F0,S181,4.3292059266865165e-08,1.0503160761474504e-07,1.5094921672305649e-09,1.72257183353892e-07,5.2593394327307725e-09,7.333397816001704e-09
F0,S182,3.9150425168628976e-08,1.1142182548581619e-07,1.7105235733805809e-09,1.509838837279455e-07,5.576185675226444e-09,7.439945134688555e-09
F0,S183,4.302439024268446e-08,1.1787954732712025e-07,1.5051274768225355e-09,1.929422566970418e-07,3.442971468503107e-09,6.564350131652576e-09
F0,S184,4.1848027875820795e-08,1.0316828384763006e-07,1.491475357618606e-09,1.715625148313506e-07,5.28253993922739e-09,7.347475262487446e-09
