,Environment,alpha
W79,Site 1,0.5307320799125428
W80,Site 1,0.5161299875953087
W81,Site 1,0.7610166531012792
W82,Site 1,0.40632936296420297
W83,Site 1,0.3161082834335335
W84,Site 1,0.06900827386090325
W85,Site 1,0.936872794472735
W86,Site 1,0.8791696783768851
W87,Site 1,0.9187441134909832
W88,Site 1,0.3629106520881383
W89,Site 1,0.6045268973764121
W90,Site 1,0.8330942317707349
W91,Site 1,0.018508812816338985
W92,Site 1,0.7634258936866765
W93,Site 1,0.851683476993359
W94,Site 1,0.5728629375922472
W95,Site 1,0.8365122969946014
W96,Site 1,0.1984954286920412
W97,Site 1,0.7840886003584309
W98,Site 1,0.9106950875270092
W99,Site 1,0.6408507502959702
W100,Site 1,0.7582936743739433
W101,Site 1,0.7935861917506797
W102,Site 1,0.5860292365459348
W103,Site 1,0.30160408108966064
W104,Site 1,0.02703383975003504
W105,Site 1,0.5193155580335119
W106,Site 1,0.1423524567595753
W107,Site 1,0.9526104599222938
W108,Site 1,0.39544943526408105
W109,Site 1,0.35663680915909635
W110,Site 1,0.037942876361184215
W111,Site 1,0.057537672472636976
W112,Site 1,0.29259155395292713
W113,Site 1,0.5610915329428631
W114,Site 1,0.7669787978295866
W115,Site 1,0.9076372329127153
W116,Site 1,0.2721653034407279
W117,Site 1,0.3446377055035862
W118,Site 1,0.16444683129619553
W119,Site 1,0.4851169045604087
W120,Site 1,0.7352077877122556
W121,Site 1,0.04707207845550832
W122,Site 1,0.5705415841234661
W123,Site 1,0.0735418049523614
W124,Site 1,0.7490655278469298
W125,Site 1,0.42642060037894136
W126,Site 1,0.1792801713079223
W127,Site 1,0.7221517868417271
W128,Site 1,0.4868153895869832
W129,Site 1,0.6026232752197188
W130,Site 1,0.19187698409429602
W131,Site 1,0.6436608607794579
W132,Site 1,0.09623499084636676
W133,Site 1,0.3527550383167921
W134,Site 1,0.24611355381819636
W135,Site 1,0.3688673936895665
W136,Site 1,0.5011019720690923
W137,Site 1,0.5588193561859285
W138,Site 1,0.8453543661969731
W139,Site 1,0.8347279657568084
W140,Site 1,0.13409279985824918
W141,Site 1,0.15527668160646335
W142,Site 1,0.7820007797177561
W143,Site 1,0.3043767287124737
W144,Site 1,0.4245249739803547
W145,Site 1,0.6667456456278594
W146,Site 1,0.2770651562296221
W147,Site 1,0.2690930092821288
W148,Site 1,0.20816027378710625
W149,Site 1,0.2030008102122044
W150,Site 1,0.03320552636076324
W151,Site 1,0.4728311250115992
W152,Site 1,0.9694961839469364
W153,Site 1,0.5747685693949764
W154,Site 1,0.011040349722017506
W155,Site 1,0.42643573255670497
W156,Site 1,0.006079686451480937
W157,Site 1,0.91857879421472
W158,Site 1,0.07974973468718027
W159,Site 1,0.9035705664946592
W160,Site 1,0.21645101107755915
W161,Site 1,0.9924156646656874
W162,Site 1,0.21771599224471214
W163,Site 1,0.029461554968105538
W164,Site 1,0.6458378569931577
W165,Site 1,0.7389362594582647
W166,Site 1,0.7039769462115465
W167,Site 1,0.3119027111070948
W168,Site 1,0.2122803996746324
W169,Site 1,0.5133932925138441
W170,Site 1,0.34284089544029683
W171,Site 1,0.998083649307534
W172,Site 1,0.954716786776554
W173,Site 1,0.020930142161734392
W174,Site 1,0.6986348005108084
W175,Site 1,0.5893183181581695
W176,Site 1,0.25001763045168324
W177,Site 1,0.5300394021871077
W178,Site 1,0.8891510854266642
W179,Site 1,0.412095852382783
W180,Site 1,0.7601597107902992
W181,Site 1,0.8107750871975812
W182,Site 1,0.6428022168325412
W183,Site 1,0.201172491754652
W184,Site 1,0.7600993132578597
W185,Site 1,0.17061137935122714
W186,Site 1,0.9195497276672024
W187,Site 1,0.33124393808666075
W188,Site 1,0.33977003691662105
W189,Site 1,0.7152328151758915
W190,Site 1,0.2500164168198664
W191,Site 1,0.3805586925379448
W192,Site 1,0.38197273181694535
W193,Site 1,0.8002427077785772
W194,Site 1,0.07750168594407614
W195,Site 1,0.6265478137927696
W196,Site 1,0.39273370072715774
W197,Site 1,0.08620489987113789
W198,Site 1,0.8766423412107655
W199,Site 1,0.6814984282634329
W200,Site 1,0.15080785975694655
W201,Site 1,0.08320274349664525
W202,Site 1,0.33036510602796665
W203,Site 1,0.6776260020727043
W204,Site 1,0.44000444062538535
W205,Site 1,0.2788527502028424
W206,Site 1,0.2562858817318472
W207,Site 1,0.16658065811534384
W208,Site 1,0.2670657313238867
W209,Site 1,0.1865013333939121
W210,Site 1,0.4459376940602127
W211,Site 1,0.027754254868802675
W212,Site 1,0.5854190271072245
W213,Site 1,0.2277626674786688
W214,Site 1,0.3219400461049393
W215,Site 1,0.4880367776032152
W216,Site 1,0.8674190757247039
W217,Site 1,0.12151805041120378
W218,Site 1,0.6786907663531008
W219,Site 1,0.5560235128501375
W220,Site 1,0.3222313100906745
W221,Site 1,0.8691228044715239
W222,Site 1,0.990632185852356
W223,Site 1,0.7774978199710629
W224,Site 1,0.2663781061545112
W225,Site 1,0.9424038488372222
W226,Site 1,0.248337708513814
W227,Site 1,0.3902017154389893
W228,Site 1,0.6208951156565443
W229,Site 1,0.8366509593227908
W230,Site 1,0.1954808817375824
W231,Site 1,0.8263085926707711
W232,Site 1,0.7498351711538249
W233,Site 1,0.7065294752599821
W234,Site 1,0.609976847358994
W235,Site 1,0.891290465334848
W236,Site 1,0.5674000544166173
W237,Site 1,0.6727234566971971
W238,Site 1,0.3961354672886308
W239,Site 1,0.7134339538091241
W240,Site 1,0.12922852124764686
W241,Site 1,0.6255251708765958
W242,Site 1,0.2541955802617647
W243,Site 1,0.4702305428880732
W244,Site 1,0.4966944330825301
W245,Site 1,0.8500538639641048
W246,Site 1,0.5029373534672069
W247,Site 1,0.7145952832536041
W248,Site 1,0.8256020390602009
W249,Site 1,0.2078518903911576
W250,Site 1,0.2307683049432397
W251,Site 1,0.7786767345378376
W252,Site 1,0.12441801287014542
W253,Site 1,0.3646383292795927
W254,Site 1,0.5353259880094319
W255,Site 1,0.5661557515221971
W256,Site 1,0.8385336873200123
W257,Site 1,0.3114560965668477
W258,Site 1,0.0267167279683318
W259,Site 1,0.4545485923979525
W260,Site 1,0.12138855118024815
W261,Site 1,0.6100920067417813
W262,Site 1,0.9714768020353652
W263,Site 1,0.4660510470810976
W264,Site 1,0.6364351649465777
W265,Site 1,0.7164084006908602
W266,Site 1,0.3463473388834406
W267,Site 1,0.9140996793293564
W268,Site 1,0.5105552550021665
W269,Site 1,0.8597579405155741
W270,Site 1,0.6044321757174137
W271,Site 1,0.5936830892329179
W272,Site 1,0.9489805278804946
W273,Site 1,0.2596917730816011
W274,Site 1,0.42495798156942705
W275,Site 1,0.2132753351775296
W276,Site 1,0.4181435485793311
W277,Site 1,0.6623608314786725
W278,Site 1,0.7145695937272476
W279,Site 1,0.18146096393483732
W280,Site 1,0.6319229313805272
W281,Site 1,0.7598061442413203
W282,Site 1,0.7018701169994953
W283,Site 1,0.6729210022674349
W284,Site 1,0.4488568276261744
W285,Site 1,0.16500905311368666
W286,Site 1,0.7920950794686273
W287,Site 1,0.13783678036541305
W288,Site 1,0.179808565157064
W289,Site 1,0.3054075113959679
W290,Site 1,0.8562370221824911
W291,Site 1,0.6284392291247549
W292,Site 1,0.4940155644093617
W293,Site 1,0.9096359455174866
W294,Site 1,0.07327954254199665
W295,Site 1,0.5914069343465929
W296,Site 1,0.3142257005024661
W297,Site 1,0.034145307917910935
W298,Site 1,0.8125181489625166
W299,Site 1,0.05346958668613977
W300,Site 2,0.510296736442175
W301,Site 2,0.5432337936748383
W302,Site 2,0.5911112376153611
W303,Site 2,0.43193633503289575
W304,Site 2,0.13428528588172406
W305,Site 2,0.34489101960895074
W306,Site 2,0.06350046159126442
W307,Site 2,0.6510829461258354
W308,Site 2,0.7099842305509865
W309,Site 2,0.29521703770271923
W310,Site 2,0.37051618214029536
W311,Site 2,0.3829583035711397
W312,Site 2,0.34159578282925096
W313,Site 2,0.8646096006025624
W314,Site 2,0.6102740255654365
W315,Site 2,0.4267447013420771
W316,Site 2,0.2967214640044562
W317,Site 2,0.812120670217948
W318,Site 2,0.5056314799860375
W319,Site 2,0.4301318337018435
W320,Site 2,0.5307743761552949
W321,Site 2,0.451444901942952
W322,Site 2,0.29130339494920165
W323,Site 2,0.3160663218592804
W324,Site 2,0.8416981010434107
W325,Site 2,0.8831508651826355
W326,Site 2,0.6918589334584344
W327,Site 2,0.12328823754103613
W328,Site 2,0.030925485435405964
W329,Site 2,0.8652195780435259
W330,Site 2,0.3075109308140349
W331,Site 2,0.9129198857941556
W332,Site 2,0.4275555288816239
W333,Site 2,0.8914443285633775
W334,Site 2,0.5895369055707101
W335,Site 2,0.6146861257939231
W336,Site 2,0.4017999262262241
W337,Site 2,0.028325987302588732
W338,Site 2,0.19239123245568834
W339,Site 2,0.2716654751374281
W340,Site 2,0.6736268889520759
W341,Site 2,0.3994772242828817
W342,Site 2,0.5047643342948661
W343,Site 2,0.0618685327755113
W344,Site 2,0.029112125274639026
W345,Site 2,0.7410389837127023
W346,Site 2,0.4276495699917213
W347,Site 2,0.11863636686473923
W348,Site 2,0.5084739811335791
W349,Site 2,0.7799077234419799
W350,Site 2,0.15516899953933805
W351,Site 2,0.4465816938538547
W352,Site 2,0.8882589104602683
W353,Site 2,0.2059769344617033
W354,Site 2,0.6708549683992061
W355,Site 2,0.7460209217040561
W356,Site 2,0.8970499820702783
W357,Site 2,0.7448854175131702
W358,Site 2,0.2578647860827792
W359,Site 2,0.6098745005423838
W360,Site 2,0.6012090629398463
W361,Site 2,0.7055495560986283
W362,Site 2,0.34123690862267897
W363,Site 2,0.4899676857097426
W364,Site 2,0.3217847640688736
W365,Site 2,0.6011322687836658
W366,Site 2,0.0608387244280435
W367,Site 2,0.7134622645107899
W368,Site 2,0.06350268054203956
W369,Site 2,0.6647430640262872
W370,Site 2,0.6152262124342606
W371,Site 2,0.7958628638534688
W372,Site 2,0.11184608385811168
W373,Site 2,0.5246057213249151
W374,Site 2,0.8943448177720122
W375,Site 2,0.02607558290398948
W376,Site 2,0.6641197538715864
W377,Site 2,0.7706755116145931
W378,Site 2,0.4193244885149043
W379,Site 2,0.5307320799125428
W380,Site 2,0.5161299875953087
W381,Site 2,0.7610166531012792
W382,Site 2,0.40632936296420297
W383,Site 2,0.3161082834335335
W384,Site 2,0.06900827386090325
W385,Site 2,0.936872794472735
W386,Site 2,0.8791696783768851
W387,Site 2,0.9187441134909832
W388,Site 2,0.3629106520881383
W389,Site 2,0.6045268973764121
W390,Site 2,0.8330942317707349
W391,Site 2,0.018508812816338985
W392,Site 2,0.7634258936866765
W393,Site 2,0.851683476993359
W394,Site 2,0.5728629375922472
W395,Site 2,0.8365122969946014
W396,Site 2,0.1984954286920412
W397,Site 2,0.7840886003584309
W398,Site 2,0.9106950875270092
W399,Site 2,0.6408507502959702
W400,Site 2,0.7582936743739433
W401,Site 2,0.7935861917506797
W402,Site 2,0.5860292365459348
W403,Site 2,0.30160408108966064
W404,Site 2,0.02703383975003504
W405,Site 2,0.5193155580335119
W406,Site 2,0.1423524567595753
W407,Site 2,0.9526104599222938
W408,Site 2,0.39544943526408105
W409,Site 2,0.35663680915909635
W410,Site 2,0.037942876361184215
W411,Site 2,0.057537672472636976
W412,Site 2,0.29259155395292713
W413,Site 2,0.5610915329428631
W414,Site 2,0.7669787978295866
W415,Site 2,0.9076372329127153
W416,Site 2,0.2721653034407279
W417,Site 2,0.3446377055035862
W418,Site 2,0.16444683129619553
W419,Site 2,0.4851169045604087
W420,Site 2,0.7352077877122556
W421,Site 2,0.04707207845550832
W422,Site 2,0.5705415841234661
W423,Site 2,0.0735418049523614
W424,Site 2,0.7490655278469298
W425,Site 2,0.42642060037894136
W426,Site 2,0.1792801713079223
W427,Site 2,0.7221517868417271
W428,Site 2,0.4868153895869832
W429,Site 2,0.6026232752197188
W430,Site 2,0.19187698409429602
W431,Site 2,0.6436608607794579
W432,Site 2,0.09623499084636676
W433,Site 2,0.3527550383167921
W434,Site 2,0.24611355381819636
W435,Site 2,0.3688673936895665
W436,Site 2,0.5011019720690923
W437,Site 2,0.5588193561859285
W438,Site 2,0.8453543661969731
W439,Site 2,0.8347279657568084
W440,Site 2,0.13409279985824918
W441,Site 2,0.15527668160646335
W442,Site 2,0.7820007797177561
W443,Site 2,0.3043767287124737
W444,Site 2,0.4245249739803547
W445,Site 2,0.6667456456278594
W446,Site 2,0.2770651562296221
W447,Site 2,0.2690930092821288
W448,Site 2,0.20816027378710625
W449,Site 2,0.2030008102122044
W450,Site 2,0.03320552636076324
W451,Site 2,0.4728311250115992
W452,Site 2,0.9694961839469364
W453,Site 2,0.5747685693949764
W454,Site 2,0.011040349722017506
W455,Site 2,0.42643573255670497
W456,Site 2,0.006079686451480937
W457,Site 2,0.91857879421472
W458,Site 2,0.07974973468718027
W459,Site 2,0.9035705664946592
W460,Site 2,0.21645101107755915
W461,Site 2,0.9924156646656874
W462,Site 2,0.21771599224471214
W463,Site 2,0.029461554968105538
W464,Site 2,0.6458378569931577
W465,Site 2,0.7389362594582647
W466,Site 2,0.7039769462115465
W467,Site 2,0.3119027111070948
W468,Site 2,0.2122803996746324
W469,Site 2,0.5133932925138441
W470,Site 2,0.34284089544029683
W471,Site 2,0.998083649307534
W472,Site 2,0.954716786776554
W473,Site 2,0.020930142161734392
W474,Site 2,0.6986348005108084
W475,Site 2,0.5893183181581695
W476,Site 2,0.25001763045168324
W477,Site 2,0.5300394021871077
W478,Site 2,0.8891510854266642
W479,Site 2,0.412095852382783
W480,Site 2,0.7601597107902992
W481,Site 2,0.8107750871975812
W482,Site 2,0.6428022168325412
W483,Site 2,0.201172491754652
W484,Site 2,0.7600993132578597
W485,Site 2,0.17061137935122714
W486,Site 2,0.9195497276672024
W487,Site 2,0.33124393808666075
W488,Site 2,0.33977003691662105
W489,Site 2,0.7152328151758915
W490,Site 2,0.2500164168198664
W491,Site 2,0.3805586925379448
W492,Site 2,0.38197273181694535
W493,Site 2,0.8002427077785772
W494,Site 2,0.07750168594407614
W495,Site 2,0.6265478137927696
W496,Site 2,0.39273370072715774
W497,Site 2,0.08620489987113789
W498,Site 2,0.8766423412107655
W499,Site 2,0.6814984282634329
W500,Site 2,0.15080785975694655
W501,Site 2,0.08320274349664525
W502,Site 2,0.33036510602796665
W503,Site 2,0.6776260020727043
W504,Site 2,0.44000444062538535
W505,Site 2,0.2788527502028424
W506,Site 2,0.2562858817318472
W507,Site 2,0.16658065811534384
W508,Site 2,0.2670657313238867
W509,Site 2,0.1865013333939121
W510,Site 2,0.4459376940602127
W511,Site 2,0.027754254868802675
W512,Site 2,0.5854190271072245
W513,Site 2,0.2277626674786688
W514,Site 2,0.3219400461049393
W515,Site 2,0.4880367776032152
W516,Site 2,0.8674190757247039
W517,Site 2,0.12151805041120378
W518,Site 2,0.6786907663531008
W519,Site 2,0.5560235128501375
W520,Site 2,0.3222313100906745
W521,Site 2,0.8691228044715239
W522,Site 2,0.990632185852356
W523,Site 2,0.7774978199710629
W524,Site 2,0.2663781061545112
W525,Site 2,0.9424038488372222
W526,Site 2,0.248337708513814
W527,Site 2,0.3902017154389893
W528,Site 2,0.6208951156565443
W529,Site 2,0.8366509593227908
W530,Site 2,0.1954808817375824
W531,Site 2,0.8263085926707711
W532,Site 2,0.7498351711538249
W533,Site 2,0.7065294752599821
W534,Site 2,0.609976847358994
W535,Site 2,0.891290465334848
W536,Site 2,0.5674000544166173
W537,Site 2,0.6727234566971971
W538,Site 2,0.3961354672886308
W539,Site 2,0.7134339538091241
W540,Site 2,0.12922852124764686
W541,Site 2,0.6255251708765958
W542,Site 2,0.2541955802617647
W543,Site 2,0.4702305428880732
W544,Site 2,0.4966944330825301
W545,Site 2,0.8500538639641048
W546,Site 2,0.5029373534672069
W547,Site 2,0.7145952832536041
W548,Site 2,0.8256020390602009
W549,Site 2,0.2078518903911576
W550,Site 2,0.2307683049432397
W551,Site 2,0.7786767345378376
W552,Site 2,0.12441801287014542
W553,Site 2,0.3646383292795927
W554,Site 2,0.5353259880094319
W555,Site 2,0.5661557515221971
W556,Site 2,0.8385336873200123
W557,Site 2,0.3114560965668477
W558,Site 2,0.0267167279683318
W559,Site 2,0.4545485923979525
W560,Site 2,0.12138855118024815
W561,Site 2,0.6100920067417813
W562,Site 2,0.9714768020353652
W563,Site 2,0.4660510470810976
W564,Site 2,0.6364351649465777
W565,Site 2,0.7164084006908602
W566,Site 2,0.3463473388834406
W567,Site 2,0.9140996793293564
W568,Site 2,0.5105552550021665
W569,Site 2,0.8597579405155741
W570,Site 2,0.6044321757174137
W571,Site 2,0.5936830892329179
W572,Site 2,0.9489805278804946
W573,Site 2,0.2596917730816011
W574,Site 2,0.42495798156942705
W575,Site 2,0.2132753351775296
W576,Site 2,0.4181435485793311
W577,Site 2,0.6623608314786725
W578,Site 2,0.7145695937272476
W579,Site 2,0.18146096393483732
W580,Site 2,0.6319229313805272
W581,Site 2,0.7598061442413203
W582,Site 2,0.7018701169994953
W583,Site 2,0.6729210022674349
W584,Site 2,0.4488568276261744
W585,Site 2,0.16500905311368666
W586,Site 2,0.7920950794686273
W587,Site 2,0.13783678036541305
W588,Site 2,0.179808565157064
W589,Site 2,0.3054075113959679
W590,Site 2,0.8562370221824911
W591,Site 2,0.6284392291247549
W592,Site 2,0.4940155644093617
W593,Site 2,0.9096359455174866
W594,Site 2,0.07327954254199665
W595,Site 2,0.5914069343465929
W596,Site 2,0.3142257005024661
W597,Site 2,0.034145307917910935
W598,Site 2,0.8125181489625166
W599,Site 2,0.05346958668613977
W600,Site 3,0.510296736442175
W601,Site 3,0.5432337936748383
W602,Site 3,0.5911112376153611
W603,Site 3,0.43193633503289575
W604,Site 3,0.13428528588172406
W605,Site 3,0.34489101960895074
W606,Site 3,0.06350046159126442
W607,Site 3,0.6510829461258354
W608,Site 3,0.7099842305509865
W609,Site 3,0.29521703770271923
W610,Site 3,0.37051618214029536
W611,Site 3,0.3829583035711397
W612,Site 3,0.34159578282925096
W613,Site 3,0.8646096006025624
W614,Site 3,0.6102740255654365
W615,Site 3,0.4267447013420771
W616,Site 3,0.2967214640044562
W617,Site 3,0.812120670217948
W618,Site 3,0.5056314799860375
W619,Site 3,0.4301318337018435
W620,Site 3,0.5307743761552949
W621,Site 3,0.451444901942952
W622,Site 3,0.29130339494920165
W623,Site 3,0.3160663218592804
W624,Site 3,0.8416981010434107
W625,Site 3,0.8831508651826355
W626,Site 3,0.6918589334584344
W627,Site 3,0.12328823754103613
W628,Site 3,0.030925485435405964
W629,Site 3,0.8652195780435259
W630,Site 3,0.3075109308140349
W631,Site 3,0.9129198857941556
W632,Site 3,0.4275555288816239
W633,Site 3,0.8914443285633775
W634,Site 3,0.5895369055707101
W635,Site 3,0.6146861257939231
W636,Site 3,0.4017999262262241
W637,Site 3,0.028325987302588732
W638,Site 3,0.19239123245568834
W639,Site 3,0.2716654751374281
W640,Site 3,0.6736268889520759
W641,Site 3,0.3994772242828817
W642,Site 3,0.5047643342948661
W643,Site 3,0.0618685327755113
W644,Site 3,0.029112125274639026
W645,Site 3,0.7410389837127023
W646,Site 3,0.4276495699917213
W647,Site 3,0.11863636686473923
W648,Site 3,0.5084739811335791
W649,Site 3,0.7799077234419799
W650,Site 3,0.15516899953933805
W651,Site 3,0.4465816938538547
W652,Site 3,0.8882589104602683
W653,Site 3,0.2059769344617033
W654,Site 3,0.6708549683992061
W655,Site 3,0.7460209217040561
W656,Site 3,0.8970499820702783
W657,Site 3,0.7448854175131702
W658,Site 3,0.2578647860827792
W659,Site 3,0.6098745005423838
W660,Site 3,0.6012090629398463
W661,Site 3,0.7055495560986283
W662,Site 3,0.34123690862267897
W663,Site 3,0.4899676857097426
W664,Site 3,0.3217847640688736
W665,Site 3,0.6011322687836658
W666,Site 3,0.0608387244280435
W667,Site 3,0.7134622645107899
W668,Site 3,0.06350268054203956
W669,Site 3,0.6647430640262872
W670,Site 3,0.6152262124342606
W671,Site 3,0.7958628638534688
W672,Site 3,0.11184608385811168
W673,Site 3,0.5246057213249151
W674,Site 3,0.8943448177720122
W675,Site 3,0.02607558290398948
W676,Site 3,0.6641197538715864
W677,Site 3,0.7706755116145931
W678,Site 3,0.4193244885149043
W679,Site 3,0.5307320799125428
W680,Site 3,0.5161299875953087
W681,Site 3,0.7610166531012792
W682,Site 3,0.40632936296420297
W683,Site 3,0.3161082834335335
W684,Site 3,0.06900827386090325
W685,Site 3,0.936872794472735
W686,Site 3,0.8791696783768851
W687,Site 3,0.9187441134909832
W688,Site 3,0.3629106520881383
W689,Site 3,0.6045268973764121
W690,Site 3,0.8330942317707349
W691,Site 3,0.018508812816338985
W692,Site 3,0.7634258936866765
W693,Site 3,0.851683476993359
W694,Site 3,0.5728629375922472
W695,Site 3,0.8365122969946014
W696,Site 3,0.1984954286920412
W697,Site 3,0.7840886003584309
W698,Site 3,0.9106950875270092
W699,Site 3,0.6408507502959702
W700,Site 3,0.7582936743739433
W701,Site 3,0.7935861917506797
W702,Site 3,0.5860292365459348
W703,Site 3,0.30160408108966064
W704,Site 3,0.02703383975003504
W705,Site 3,0.5193155580335119
W706,Site 3,0.1423524567595753
W707,Site 3,0.9526104599222938
W708,Site 3,0.39544943526408105
W709,Site 3,0.35663680915909635
W710,Site 3,0.037942876361184215
W711,Site 3,0.057537672472636976
W712,Site 3,0.29259155395292713
W713,Site 3,0.5610915329428631
W714,Site 3,0.7669787978295866
W715,Site 3,0.9076372329127153
W716,Site 3,0.2721653034407279
W717,Site 3,0.3446377055035862
W718,Site 3,0.16444683129619553
W719,Site 3,0.4851169045604087
W720,Site 3,0.7352077877122556
W721,Site 3,0.04707207845550832
W722,Site 3,0.5705415841234661
W723,Site 3,0.0735418049523614
W724,Site 3,0.7490655278469298
W725,Site 3,0.42642060037894136
W726,Site 3,0.1792801713079223
W727,Site 3,0.7221517868417271
W728,Site 3,0.4868153895869832
W729,Site 3,0.6026232752197188
W730,Site 3,0.19187698409429602
W731,Site 3,0.6436608607794579
W732,Site 3,0.09623499084636676
W733,Site 3,0.3527550383167921
W734,Site 3,0.24611355381819636
W735,Site 3,0.3688673936895665
W736,Site 3,0.5011019720690923
W737,Site 3,0.5588193561859285
W738,Site 3,0.8453543661969731
W739,Site 3,0.8347279657568084
W740,Site 3,0.13409279985824918
W741,Site 3,0.15527668160646335
W742,Site 3,0.7820007797177561
W743,Site 3,0.3043767287124737
W744,Site 3,0.4245249739803547
W745,Site 3,0.6667456456278594
W746,Site 3,0.2770651562296221
W747,Site 3,0.2690930092821288
W748,Site 3,0.20816027378710625
W749,Site 3,0.2030008102122044
W750,Site 3,0.03320552636076324
W751,Site 3,0.4728311250115992
W752,Site 3,0.9694961839469364
W753,Site 3,0.5747685693949764
W754,Site 3,0.011040349722017506
W755,Site 3,0.42643573255670497
W756,Site 3,0.006079686451480937
W757,Site 3,0.91857879421472
W758,Site 3,0.07974973468718027
W759,Site 3,0.9035705664946592
W760,Site 3,0.21645101107755915
W761,Site 3,0.9924156646656874
W762,Site 3,0.21771599224471214
W763,Site 3,0.029461554968105538
W764,Site 3,0.6458378569931577
W765,Site 3,0.7389362594582647
W766,Site 3,0.7039769462115465
W767,Site 3,0.3119027111070948
W768,Site 3,0.2122803996746324
W769,Site 3,0.5133932925138441
W770,Site 3,0.34284089544029683
W771,Site 3,0.998083649307534
W772,Site 3,0.954716786776554
W773,Site 3,0.020930142161734392
W774,Site 3,0.6986348005108084
W775,Site 3,0.5893183181581695
W776,Site 3,0.25001763045168324
W777,Site 3,0.5300394021871077
W778,Site 3,0.8891510854266642
W779,Site 3,0.412095852382783
W780,Site 3,0.7601597107902992
W781,Site 3,0.8107750871975812
W782,Site 3,0.6428022168325412
W783,Site 3,0.201172491754652
W784,Site 3,0.7600993132578597
W785,Site 3,0.17061137935122714
W786,Site 3,0.9195497276672024
W787,Site 3,0.33124393808666075
W788,Site 3,0.33977003691662105
W789,Site 3,0.7152328151758915
W790,Site 3,0.2500164168198664
W791,Site 3,0.3805586925379448
W792,Site 3,0.38197273181694535
W793,Site 3,0.8002427077785772
W794,Site 3,0.07750168594407614
W795,Site 3,0.6265478137927696
W796,Site 3,0.39273370072715774
W797,Site 3,0.08620489987113789
W798,Site 3,0.8766423412107655
W799,Site 3,0.6814984282634329
W800,Site 3,0.15080785975694655
W801,Site 3,0.08320274349664525
W802,Site 3,0.33036510602796665
W803,Site 3,0.6776260020727043
W804,Site 3,0.44000444062538535
W805,Site 3,0.2788527502028424
W806,Site 3,0.2562858817318472
W807,Site 3,0.16658065811534384
W808,Site 3,0.2670657313238867
W809,Site 3,0.1865013333939121
W810,Site 3,0.4459376940602127
W811,Site 3,0.027754254868802675
W812,Site 3,0.5854190271072245
W813,Site 3,0.2277626674786688
W814,Site 3,0.3219400461049393
W815,Site 3,0.4880367776032152
W816,Site 3,0.8674190757247039
W817,Site 3,0.12151805041120378
W818,Site 3,0.6786907663531008
W819,Site 3,0.5560235128501375
W820,Site 3,0.3222313100906745
W821,Site 3,0.8691228044715239
W822,Site 3,0.990632185852356
W823,Site 3,0.7774978199710629
